G[1,1](Chloride >= 1.757 & HCO3 >= 0.703) [Discrimination Score: -1.500; Robustness + : -1.757; Robustness - : -1.757; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 3.482 | Hct <= 32.108) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 139.902 -> WBC >= 0.207) [Discrimination Score: -2.000; Robustness + : -139.902; Robustness - : -139.902; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 3.724 | Hct <= 13.503) -> WBC >= 0.360) & Platelets >= 1.772) [Discrimination Score: -1.500; Robustness + : -13.503; Robustness - : -13.503; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 6.992 & Potassium <= 4.166) & Magnesium >= 0.131) [Discrimination Score: -2.000; Robustness + : -0.131; Robustness - : -0.131; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 2.861 & Potassium < 4.960) & Magnesium < 1.986) & Phosphate < 1.799) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.295 & Magnesium > 0.099) -> Calcium < 2.399) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 82.276) U[0,1] (SBP <= 130.510)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 23.692 & Creatinine >= 0.039) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 3.307 & HCO3 >= 2.019) [Discrimination Score: 1.000; Robustness + : -3.307; Robustness - : -3.307; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 4.471 | Hct <= 32.681) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
