G[2,2](Chloride >= 11.712 & HCO3 >= 1.377) [Discrimination Score: 11.712; Robustness + : 0.000; Robustness - : -11.712; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 4.660 | Hct <= 17.180) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 33.515 -> WBC >= 1.336) [Discrimination Score: 33.515; Robustness + : 0.000; Robustness - : -33.515; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.530 | Hct <= 31.268) -> WBC >= 1.834) & Platelets >= 20.440) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 1.722 & Potassium <= 4.619) & Magnesium >= 0.266) [Discrimination Score: 0.266; Robustness + : 0.000; Robustness - : -0.266; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 2.939 & Potassium < 1.677) & Magnesium < 1.195) & Phosphate < 2.143) [Discrimination Score: -1.195; Robustness + : 0.000; Robustness - : 1.195; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.056 & Magnesium > 0.378) -> Calcium < 5.101) [Discrimination Score: 5.101; Robustness + : 0.000; Robustness - : -5.101; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 15.914) U[0,0] (SBP <= 110.997)) [Discrimination Score: -12.687; Robustness + : 0.000; Robustness - : 116.313; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 58.511 & Creatinine >= 0.051) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 11.879 & HCO3 >= 3.626) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 8.594 | Hct <= 31.320) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 110.067 -> WBC >= 1.849) [Discrimination Score: 110.067; Robustness + : 0.000; Robustness - : -110.067; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 7.016 | Hct <= 25.279) -> WBC >= 0.256) & Platelets >= 6.124) [Discrimination Score: 3.756; Robustness + : 0.000; Robustness - : -29.870; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.731 & Potassium <= 3.344) & Magnesium >= 0.395) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.629 & Potassium < 2.707) & Magnesium < 1.315) & Phosphate < 2.146) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.495 & Magnesium > 0.021) -> Calcium < 7.200) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 7.741) U[0,2] (SBP <= 111.080)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 44.942 & Creatinine >= 0.005) [Discrimination Score: 0.005; Robustness + : 0.000; Robustness - : -0.005; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 23.841 & HCO3 >= 1.727) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 8.579 | Hct <= 28.970) [Discrimination Score: -28.970; Robustness + : 0.000; Robustness - : 28.970; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 93.196 -> WBC >= 2.657) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 6.160 | Hct <= 33.694) -> WBC >= 2.186) & Platelets >= 1.072) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 7.987 & Potassium <= 4.578) & Magnesium >= 0.238) [Discrimination Score: 0.238; Robustness + : 0.000; Robustness - : -0.238; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 1.660 & Potassium < 1.250) & Magnesium < 0.592) & Phosphate < 2.851) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
