G[0,0](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: 1.190; Robustness + : 0.000; Robustness - : -8.690; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 6.025 | Hct <= 32.741) [Discrimination Score: -32.741; Robustness + : 0.000; Robustness - : 32.741; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 44.053 -> WBC >= 0.708) [Discrimination Score: 3.001; Robustness + : 0.000; Robustness - : -52.861; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 6.028 | Hct <= 23.673) -> WBC >= 0.665) & Platelets >= 3.710) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 5.173 & Potassium <= 5.733) & Magnesium >= 0.202) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.948 & Potassium < 6.016) & Magnesium < 0.219) & Phosphate < 7.342) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.728 & Magnesium > 0.051) -> Calcium < 2.784) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 38.779) U[0,1] (SBP <= 138.041)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 11.346 & Creatinine >= 0.126) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 9.406 | Hct <= 30.891) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 17.675 -> WBC >= 0.688) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 7.241 | Hct <= 35.684) -> WBC >= 0.220) & Platelets >= 3.972) [Discrimination Score: 35.684; Robustness + : 0.000; Robustness - : -35.684; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 4.421 & Potassium <= 4.611) & Magnesium >= 0.058) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.364 & Potassium < 4.956) & Magnesium < 0.660) & Phosphate < 1.019) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.293 & Magnesium > 0.042) -> Calcium < 5.690) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 41.928) U[0,2] (SBP <= 77.877)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 4.504 & Creatinine >= 0.123) [Discrimination Score: 8836385754037718.000; Robustness + : 0.000; Robustness - : -0.123; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 10.086 | Hct <= 26.288) [Discrimination Score: -7399411310441725.000; Robustness + : 0.000; Robustness - : 26.288; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 39.396 -> WBC >= 0.509) [Discrimination Score: 39.396; Robustness + : 0.000; Robustness - : -39.396; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.631 | Hct <= 19.120) -> WBC >= 0.223) & Platelets >= 0.847) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.055 & Potassium <= 6.266) & Magnesium >= 0.155) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 1.424 & Potassium < 5.453) & Magnesium < 2.161) & Phosphate < 6.837) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
