G[2,2](Chloride >= 1.005 & HCO3 >= 1.058) [Discrimination Score: -0.000; Robustness + : -1.058; Robustness - : -1.058; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 3.211 | Hct <= 18.125) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 249.740 -> WBC >= 0.671) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 1.848 | Hct <= 6.930) -> WBC >= 0.771) & Platelets >= 4.405) [Discrimination Score: -5.000; Robustness + : -6.930; Robustness - : -6.930; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 3.010 & Potassium <= 0.599) & Magnesium >= 0.120) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 4.069 & Potassium < 3.719) & Magnesium < 1.645) & Phosphate < 1.362) [Discrimination Score: -0.000; Robustness + : 1.362; Robustness - : 1.362; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.140 & Magnesium > 0.164) -> Calcium < 4.684) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 64.249) U[0,2] (SBP <= 200.361)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 26.065 & Creatinine >= 0.036) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 2.343 & HCO3 >= 1.562) [Discrimination Score: 0.326; Robustness + : -2.268; Robustness - : -2.343; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 6.899 | Hct <= 25.394) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 257.037 -> WBC >= 0.005) [Discrimination Score: -0.000; Robustness + : -257.037; Robustness - : -257.037; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 10.648 | Hct <= 14.420) -> WBC >= 0.895) & Platelets >= 11.852) [Discrimination Score: -0.292; Robustness + : -15.292; Robustness - : -14.420; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 3.689 & Potassium <= 4.154) & Magnesium >= 0.081) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 6.178 & Potassium < 3.149) & Magnesium < 1.149) & Phosphate < 3.647) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.021 & Magnesium > 0.144) -> Calcium < 1.884) [Discrimination Score: 0.241; Robustness + : -1.773; Robustness - : -1.884; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 66.157) U[0,2] (SBP <= 201.094)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 7.277 & Creatinine >= 0.009) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 3.070 & HCO3 >= 0.971) [Discrimination Score: 0.326; Robustness + : -2.869; Robustness - : -3.070; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 1.149 | Hct <= 22.213) [Discrimination Score: -0.203; Robustness + : 22.196; Robustness - : 22.213; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 131.112 -> WBC >= 0.720) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 1.005 | Hct <= 22.837) -> WBC >= 0.703) & Platelets >= 8.204) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 6.442 & Potassium <= 3.074) & Magnesium >= 0.134) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 2.420 & Potassium < 2.934) & Magnesium < 0.680) & Phosphate < 1.727) [Discrimination Score: -0.244; Robustness + : -4.395; Robustness - : 0.680; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.234 & Magnesium > 0.069) -> Calcium < 4.264) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 44.508) U[0,1] (SBP <= 152.806)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 19.290 & Creatinine >= 0.007) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 2.163 & HCO3 >= 0.352) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 7.259 | Hct <= 21.175) [Discrimination Score: -0.203; Robustness + : 21.159; Robustness - : 21.175; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 137.025 -> WBC >= 0.688) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 3.836 | Hct <= 29.834) -> WBC >= 0.080) & Platelets >= 6.826) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 7.187 & Potassium <= 1.651) & Magnesium >= 0.161) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 0.724 & Potassium < 3.905) & Magnesium < 1.427) & Phosphate < 2.994) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.139 & Magnesium > 0.094) -> Calcium < 3.814) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 74.280) U[0,2] (SBP <= 185.235)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 6.173 & Creatinine >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 0.764 & HCO3 >= 1.047) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
