G[1,2](Chloride >= 8.146 & HCO3 >= 0.643) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 4.913 | Hct <= 11.745) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 164.660 -> WBC >= 0.143) [Discrimination Score: 164.660; Robustness + : 0.000; Robustness - : -164.660; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 3.716 | Hct <= 5.965) -> WBC >= 1.668) & Platelets >= 16.375) [Discrimination Score: 16.375; Robustness + : 0.000; Robustness - : -16.375; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 1.094 & Potassium <= 1.757) & Magnesium >= 0.126) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 0.898 & Potassium < 4.207) & Magnesium < 1.008) & Phosphate < 3.194) [Discrimination Score: -0.898; Robustness + : 0.000; Robustness - : 0.898; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.572 & Magnesium > 0.096) -> Calcium < 4.578) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 6.507) U[2,2] (SBP <= 142.982)) [Discrimination Score: -142.982; Robustness + : 0.000; Robustness - : 142.982; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 94.984 & Creatinine >= 1.064) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 8.945 & HCO3 >= 1.118) [Discrimination Score: 8.945; Robustness + : 0.000; Robustness - : -8.945; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 0.828 | Hct <= 9.965) [Discrimination Score: -9.965; Robustness + : 0.000; Robustness - : 9.965; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 108.950 -> WBC >= 0.653) [Discrimination Score: 108.950; Robustness + : 0.000; Robustness - : -108.950; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 2.893 | Hct <= 3.605) -> WBC >= 1.506) & Platelets >= 3.425) [Discrimination Score: 3.605; Robustness + : 0.000; Robustness - : -3.605; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 3.941 & Potassium <= 2.941) & Magnesium >= 0.165) [Discrimination Score: 0.165; Robustness + : 0.000; Robustness - : -0.165; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 2.803 & Potassium < 0.497) & Magnesium < 1.071) & Phosphate < 3.495) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.707 & Magnesium > 0.136) -> Calcium < 1.273) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 23.803) U[0,2] (SBP <= 125.569)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 74.693 & Creatinine >= 0.509) [Discrimination Score: 0.509; Robustness + : 0.000; Robustness - : -0.509; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 9.181 & HCO3 >= 1.469) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 2.527 | Hct <= 13.020) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 52.623 -> WBC >= 1.020) [Discrimination Score: 52.623; Robustness + : 0.000; Robustness - : -52.623; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 3.571 | Hct <= 9.307) -> WBC >= 1.660) & Platelets >= 3.002) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 3.460 & Potassium <= 4.248) & Magnesium >= 0.080) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 4.718 & Potassium < 0.698) & Magnesium < 0.616) & Phosphate < 6.096) [Discrimination Score: -0.616; Robustness + : 0.000; Robustness - : 0.616; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.611 & Magnesium > 0.065) -> Calcium < 6.315) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 62.206) U[0,1] (SBP <= 137.891)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 55.319 & Creatinine >= 0.794) [Discrimination Score: 0.794; Robustness + : 0.000; Robustness - : -0.794; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 7.818 & HCO3 >= 0.356) [Discrimination Score: 7.818; Robustness + : 0.000; Robustness - : -7.818; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 3.302 | Hct <= 13.115) [Discrimination Score: -13.115; Robustness + : 0.000; Robustness - : 13.115; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 20.106 -> WBC >= 0.001) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.355 | Hct <= 13.540) -> WBC >= 0.533) & Platelets >= 16.566) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 0.839 & Potassium <= 3.878) & Magnesium >= 0.051) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 4.888 & Potassium < 2.463) & Magnesium < 0.745) & Phosphate < 4.037) [Discrimination Score: -0.745; Robustness + : 0.000; Robustness - : 0.745; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.594 & Magnesium > 0.184) -> Calcium < 5.249) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 70.218) U[2,2] (SBP <= 146.058)) [Discrimination Score: -146.058; Robustness + : 0.000; Robustness - : 146.058; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 56.899 & Creatinine >= 0.977) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 10.296 & HCO3 >= 1.601) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.250 | Hct <= 4.239) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 26.871 -> WBC >= 1.014) [Discrimination Score: 26.871; Robustness + : 0.000; Robustness - : -26.871; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 5.870 | Hct <= 8.684) -> WBC >= 0.593) & Platelets >= 16.159) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 2.332 & Potassium <= 1.890) & Magnesium >= 0.098) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.972 & Potassium < 4.277) & Magnesium < 1.663) & Phosphate < 7.372) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
