G[2,2](Chloride >= 8.323 & HCO3 >= 0.050) [Discrimination Score: -1.000; Robustness + : -8.323; Robustness - : -8.323; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 9.424 | Hct <= 27.727) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 132.160 -> WBC >= 0.598) [Discrimination Score: 0.000; Robustness + : -132.160; Robustness - : -132.160; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 2.554 | Hct <= 20.620) -> WBC >= 0.054) & Platelets >= 5.689) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 5.488 & Potassium <= 0.851) & Magnesium >= 0.036) [Discrimination Score: -0.302; Robustness + : -0.145; Robustness - : -0.036; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.584 & Potassium < 2.702) & Magnesium < 0.602) & Phosphate < 1.273) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.083 & Magnesium > 0.027) -> Calcium < 7.109) [Discrimination Score: -1.000; Robustness + : -7.109; Robustness - : -7.109; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 2.542) U[1,1] (SBP <= 141.767)) [Discrimination Score: -1.000; Robustness + : 141.767; Robustness - : 141.767; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 11.033 & Creatinine >= 0.010) [Discrimination Score: 0.302; Robustness + : 0.910; Robustness - : -0.010; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 3.712 & HCO3 >= 1.082) [Discrimination Score: -1.000; Robustness + : -3.712; Robustness - : -3.712; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 4.316 | Hct <= 13.525) [Discrimination Score: -1.000; Robustness + : 13.525; Robustness - : 13.525; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 136.321 -> WBC >= 0.200) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.533 | Hct <= 6.800) -> WBC >= 0.343) & Platelets >= 8.762) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 7.567 & Potassium <= 2.757) & Magnesium >= 0.072) [Discrimination Score: 1.000; Robustness + : -0.072; Robustness - : -0.072; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.450 & Potassium < 2.204) & Magnesium < 1.461) & Phosphate < 2.546) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.083 & Magnesium > 0.147) -> Calcium < 6.783) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 46.981) U[0,1] (SBP <= 159.283)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 8.837 & Creatinine >= 0.024) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 0.300 & HCO3 >= 0.740) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 2.353 | Hct <= 22.899) [Discrimination Score: -0.000; Robustness + : 22.899; Robustness - : 22.899; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 160.375 -> WBC >= 0.056) [Discrimination Score: -1.000; Robustness + : -160.375; Robustness - : -160.375; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 7.277 | Hct <= 6.642) -> WBC >= 0.151) & Platelets >= 2.063) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 4.673 & Potassium <= 1.104) & Magnesium >= 0.136) [Discrimination Score: -1.000; Robustness + : -0.136; Robustness - : -0.136; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.674 & Potassium < 1.892) & Magnesium < 0.803) & Phosphate < 1.991) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.064 & Magnesium > 0.106) -> Calcium < 1.709) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 45.671) U[1,2] (SBP <= 124.199)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 15.664 & Creatinine >= 0.030) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 7.515 & HCO3 >= 1.804) [Discrimination Score: -1.000; Robustness + : -7.515; Robustness - : -7.515; Percent Class + : 1.000; Percent Class - : 0.000]
