G[1,1](Chloride >= 4.622 & HCO3 >= 1.484) [Discrimination Score: -0.000; Robustness + : -4.622; Robustness - : -4.622; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 2.563 | Hct <= 21.780) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 94.442 -> WBC >= 0.024) [Discrimination Score: -1.000; Robustness + : -94.442; Robustness - : -94.442; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 6.335 | Hct <= 23.762) -> WBC >= 0.414) & Platelets >= 4.046) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.415 & Potassium <= 1.935) & Magnesium >= 0.029) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 0.848 & Potassium < 0.517) & Magnesium < 1.471) & Phosphate < 0.194) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.113 & Magnesium > 0.070) -> Calcium < 7.044) [Discrimination Score: -2.000; Robustness + : -7.044; Robustness - : -7.044; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 3.802) U[0,0] (SBP <= 113.116)) [Discrimination Score: -0.315; Robustness + : 115.921; Robustness - : 120.428; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 1.408 & Creatinine >= 0.031) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 2.974 & HCO3 >= 0.420) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 1.848 | Hct <= 29.654) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 56.679 -> WBC >= 0.468) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.500 | Hct <= 14.621) -> WBC >= 0.520) & Platelets >= 3.695) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
