G[2,2](Chloride >= 6.898 & HCO3 >= 1.530) [Discrimination Score: 6.898; Robustness + : 0.000; Robustness - : -6.898; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 7.668 | Hct <= 31.145) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 58.955 -> WBC >= 1.537) [Discrimination Score: 2.098; Robustness + : 0.000; Robustness - : -81.332; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 4.170 | Hct <= 25.015) -> WBC >= 0.432) & Platelets >= 3.225) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 7.611 & Potassium <= 4.908) & Magnesium >= 0.163) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 1.695 & Potassium < 2.220) & Magnesium < 0.328) & Phosphate < 6.020) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.465 & Magnesium > 0.244) -> Calcium < 5.029) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 53.570) U[0,2] (SBP <= 101.023)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 26.216 & Creatinine >= 0.403) [Discrimination Score: 0.403; Robustness + : 0.000; Robustness - : -0.403; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 12.469 & HCO3 >= 0.715) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 7.028 | Hct <= 37.812) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 80.118 -> WBC >= 0.135) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 2.521 | Hct <= 14.986) -> WBC >= 0.541) & Platelets >= 26.913) [Discrimination Score: 26.913; Robustness + : 0.000; Robustness - : -26.913; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 7.888 & Potassium <= 3.720) & Magnesium >= 0.025) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.796 & Potassium < 2.120) & Magnesium < 0.919) & Phosphate < 6.473) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.305 & Magnesium > 0.102) -> Calcium < 3.656) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 52.014) U[0,2] (SBP <= 119.914)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 16.473 & Creatinine >= 0.470) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 2.874 & HCO3 >= 0.969) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.034 | Hct <= 19.009) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 108.861 -> WBC >= 0.583) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
