G[0,0](Chloride >= 9.707 & HCO3 >= 1.571) [Discrimination Score: -1.000; Robustness + : -9.707; Robustness - : -9.707; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 13.343 | Hct <= 34.340) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 165.475 -> WBC >= 1.026) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 10.215 | Hct <= 38.504) -> WBC >= 1.353) & Platelets >= 2.437) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 1.986 & Potassium <= 0.893) & Magnesium >= 0.090) [Discrimination Score: 0.000; Robustness + : -0.090; Robustness - : -0.090; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 6.049 & Potassium < 5.234) & Magnesium < 1.249) & Phosphate < 0.554) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.046 & Magnesium > 0.065) -> Calcium < 3.822) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 39.084) U[1,2] (SBP <= 138.325)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 9.474 & Creatinine >= 0.021) [Discrimination Score: -2.000; Robustness + : -0.021; Robustness - : -0.021; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 10.582 & HCO3 >= 1.076) [Discrimination Score: 1.000; Robustness + : -10.582; Robustness - : -10.582; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 9.161 | Hct <= 8.140) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 166.924 -> WBC >= 1.926) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 12.548 | Hct <= 10.697) -> WBC >= 0.587) & Platelets >= 10.802) [Discrimination Score: -0.266; Robustness + : -15.714; Robustness - : -12.548; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 3.487 & Potassium <= 1.122) & Magnesium >= 0.208) [Discrimination Score: -0.278; Robustness + : -5.492; Robustness - : 0.032; Percent Class + : 0.000; Percent Class - : 1.000]
