G[0,0](Chloride >= 7.401 & HCO3 >= 2.031) [Discrimination Score: 2.605; Robustness + : 0.000; Robustness - : -6.059; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 4.786 | Hct <= 10.258) [Discrimination Score: -10.258; Robustness + : 0.000; Robustness - : 10.258; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 80.295 -> WBC >= 1.725) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 11.309 | Hct <= 13.322) -> WBC >= 0.914) & Platelets >= 9.729) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 5.139 & Potassium <= 1.557) & Magnesium >= 0.240) [Discrimination Score: 0.399; Robustness + : 0.000; Robustness - : -0.416; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.913 & Potassium < 1.040) & Magnesium < 1.905) & Phosphate < 2.065) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.410 & Magnesium > 0.273) -> Calcium < 2.931) [Discrimination Score: 2.931; Robustness + : 0.000; Robustness - : -2.931; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 20.907) U[0,2] (SBP <= 89.531)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 1.376 & Creatinine >= 0.167) [Discrimination Score: -0.327; Robustness + : 0.000; Robustness - : 0.219; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 12.461 & HCO3 >= 1.142) [Discrimination Score: 12.461; Robustness + : 0.000; Robustness - : -12.461; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 5.804 | Hct <= 28.284) [Discrimination Score: -28.284; Robustness + : 0.000; Robustness - : 28.284; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 43.314 -> WBC >= 0.428) [Discrimination Score: 43.314; Robustness + : 0.000; Robustness - : -43.314; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 10.206 | Hct <= 9.456) -> WBC >= 1.678) & Platelets >= 4.952) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 7.049 & Potassium <= 3.126) & Magnesium >= 0.281) [Discrimination Score: 0.107; Robustness + : 0.000; Robustness - : -0.054; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 3.936 & Potassium < 1.691) & Magnesium < 1.767) & Phosphate < 2.035) [Discrimination Score: -1.691; Robustness + : 0.000; Robustness - : 1.691; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.297 & Magnesium > 0.063) -> Calcium < 7.083) [Discrimination Score: 7.083; Robustness + : 0.000; Robustness - : -7.083; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 38.831) U[0,2] (SBP <= 93.975)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 6.764 & Creatinine >= 0.116) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 12.720 & HCO3 >= 2.126) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 6.585 | Hct <= 10.725) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 47.591 -> WBC >= 1.175) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 3.755 | Hct <= 32.083) -> WBC >= 0.166) & Platelets >= 7.263) [Discrimination Score: 32.083; Robustness + : 0.000; Robustness - : -32.083; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 4.205 & Potassium <= 2.145) & Magnesium >= 0.114) [Discrimination Score: 0.201; Robustness + : 0.000; Robustness - : -0.174; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 4.333 & Potassium < 3.854) & Magnesium < 1.249) & Phosphate < 2.940) [Discrimination Score: -1.249; Robustness + : 0.000; Robustness - : 1.249; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.373 & Magnesium > 0.275) -> Calcium < 1.638) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 7.847) U[0,1] (SBP <= 99.556)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 6.723 & Creatinine >= 0.170) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 13.002 & HCO3 >= 0.783) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 1.624 | Hct <= 20.092) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 71.747 -> WBC >= 1.212) [Discrimination Score: 71.747; Robustness + : 0.000; Robustness - : -71.747; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 9.557 | Hct <= 9.105) -> WBC >= 1.139) & Platelets >= 5.256) [Discrimination Score: 9.557; Robustness + : 0.000; Robustness - : -9.557; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 2.023 & Potassium <= 2.982) & Magnesium >= 0.140) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 5.879 & Potassium < 2.207) & Magnesium < 1.079) & Phosphate < 1.085) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.103 & Magnesium > 0.240) -> Calcium < 6.401) [Discrimination Score: 6.401; Robustness + : 0.000; Robustness - : -6.401; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 4.231) U[1,2] (SBP <= 93.352)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 6.222 & Creatinine >= 0.069) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 12.112 & HCO3 >= 1.300) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 2.088 | Hct <= 14.902) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 39.336 -> WBC >= 0.698) [Discrimination Score: 39.336; Robustness + : 0.000; Robustness - : -39.336; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 8.630 | Hct <= 19.848) -> WBC >= 1.403) & Platelets >= 1.996) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.723 & Potassium <= 1.496) & Magnesium >= 0.274) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 1.896 & Potassium < 1.858) & Magnesium < 1.112) & Phosphate < 2.358) [Discrimination Score: -0.106; Robustness + : 0.000; Robustness - : 0.123; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.363 & Magnesium > 0.162) -> Calcium < 2.478) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 41.057) U[0,0] (SBP <= 99.558)) [Discrimination Score: -4.316; Robustness + : 0.000; Robustness - : 71.045; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 8.693 & Creatinine >= 0.070) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 2.937 & HCO3 >= 0.044) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 4.742 | Hct <= 28.057) [Discrimination Score: -28.057; Robustness + : 0.000; Robustness - : 28.057; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 39.042 -> WBC >= 0.560) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.726 | Hct <= 16.673) -> WBC >= 1.096) & Platelets >= 7.893) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 7.462 & Potassium <= 2.454) & Magnesium >= 0.258) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.105 & Potassium < 2.750) & Magnesium < 0.897) & Phosphate < 1.929) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.300 & Magnesium > 0.265) -> Calcium < 6.889) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 30.101) U[0,1] (SBP <= 94.245)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 1.630 & Creatinine >= 0.069) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 9.309 & HCO3 >= 0.774) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 1.843 | Hct <= 11.267) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 30.614 -> WBC >= 1.753) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 10.304 | Hct <= 28.717) -> WBC >= 0.191) & Platelets >= 2.701) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.013 & Potassium <= 1.185) & Magnesium >= 0.078) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 1.687 & Potassium < 1.453) & Magnesium < 1.205) & Phosphate < 3.172) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.078 & Magnesium > 0.035) -> Calcium < 4.361) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 6.923) U[1,1] (SBP <= 93.404)) [Discrimination Score: -93.404; Robustness + : 0.000; Robustness - : 93.404; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 7.660 & Creatinine >= 0.053) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 5.196 & HCO3 >= 0.760) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 9.860 | Hct <= 6.529) [Discrimination Score: -9.860; Robustness + : 0.000; Robustness - : 9.860; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 58.777 -> WBC >= 0.839) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 8.320 | Hct <= 20.272) -> WBC >= 1.290) & Platelets >= 12.289) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.344 & Potassium <= 3.097) & Magnesium >= 0.012) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
