G[0,1](Chloride >= 15.329 & HCO3 >= 4.449) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 11.028 | Hct <= 20.240) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 151.021 -> WBC >= 1.935) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 7.209 | Hct <= 24.426) -> WBC >= 2.433) & Platelets >= 24.479) [Discrimination Score: 24.479; Robustness + : 0.000; Robustness - : -24.479; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 2.250 & Potassium <= 3.652) & Magnesium >= 0.229) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.574 & Potassium < 3.734) & Magnesium < 1.329) & Phosphate < 1.775) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.064 & Magnesium > 0.395) -> Calcium < 6.821) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 74.641) U[0,2] (SBP <= 0.000)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 17.922 & Creatinine >= 0.058) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 3.193 & HCO3 >= 2.216) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 8.855 | Hct <= 25.038) [Discrimination Score: -25.038; Robustness + : 0.000; Robustness - : 25.038; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 213.166 -> WBC >= 0.745) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 9.740 | Hct <= 23.873) -> WBC >= 1.381) & Platelets >= 2.693) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 9.594 & Potassium <= 1.216) & Magnesium >= 0.410) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 7.421 & Potassium < 4.255) & Magnesium < 1.754) & Phosphate < 1.877) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.128 & Magnesium > 0.051) -> Calcium < 1.858) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 73.335) U[0,1] (SBP <= 0.000)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 25.943 & Creatinine >= 0.051) [Discrimination Score: 0.051; Robustness + : 0.000; Robustness - : -0.051; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 0.918 & HCO3 >= 0.219) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 4.738 | Hct <= 11.377) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 262.355 -> WBC >= 1.643) [Discrimination Score: 262.355; Robustness + : 0.000; Robustness - : -262.355; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.590 | Hct <= 15.100) -> WBC >= 1.383) & Platelets >= 19.942) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 7.813 & Potassium <= 4.590) & Magnesium >= 0.224) [Discrimination Score: 0.224; Robustness + : 0.000; Robustness - : -0.224; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 4.829 & Potassium < 2.069) & Magnesium < 0.745) & Phosphate < 0.745) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.126 & Magnesium > 0.273) -> Calcium < 3.010) [Discrimination Score: 3.010; Robustness + : 0.000; Robustness - : -3.010; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 69.472) U[1,2] (SBP <= 0.000)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 21.385 & Creatinine >= 0.013) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 21.018 & HCO3 >= 3.533) [Discrimination Score: 21.018; Robustness + : 0.000; Robustness - : -21.018; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 10.294 | Hct <= 12.712) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 144.791 -> WBC >= 2.360) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 11.250 | Hct <= 29.026) -> WBC >= 0.817) & Platelets >= 6.153) [Discrimination Score: 29.026; Robustness + : 0.000; Robustness - : -29.026; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 7.929 & Potassium <= 2.242) & Magnesium >= 0.238) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 1.325 & Potassium < 3.705) & Magnesium < 0.686) & Phosphate < 2.316) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.073 & Magnesium > 0.082) -> Calcium < 5.704) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
