G[2,2](Chloride >= 1.565 & HCO3 >= 1.700) [Discrimination Score: 7657408266715426.000; Robustness + : 0.000; Robustness - : -1.700; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.192 | Hct <= 8.994) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 75.966 -> WBC >= 1.001) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 3.268 | Hct <= 8.028) -> WBC >= 2.630) & Platelets >= 21.607) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 1.868 & Potassium <= 1.621) & Magnesium >= 0.072) [Discrimination Score: -0.394; Robustness + : 0.000; Robustness - : 0.267; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 1.172 & Potassium < 1.847) & Magnesium < 0.730) & Phosphate < 2.036) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.013 & Magnesium > 0.037) -> Calcium < 4.099) [Discrimination Score: 4.099; Robustness + : 0.000; Robustness - : -4.099; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 22.585) U[0,2] (SBP <= 87.512)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 13.758 & Creatinine >= 0.056) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 4.885 & HCO3 >= 1.417) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 3.908 | Hct <= 27.109) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 148.377 -> WBC >= 1.475) [Discrimination Score: 148.377; Robustness + : 0.000; Robustness - : -148.377; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 5.890 | Hct <= 7.372) -> WBC >= 1.726) & Platelets >= 14.907) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 8.020 & Potassium <= 4.303) & Magnesium >= 0.032) [Discrimination Score: 0.032; Robustness + : 0.000; Robustness - : -0.032; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 6.974 & Potassium < 2.481) & Magnesium < 0.434) & Phosphate < 1.789) [Discrimination Score: -7824317137078898.000; Robustness + : 0.000; Robustness - : 0.434; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.286 & Magnesium > 0.017) -> Calcium < 3.199) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 39.247) U[1,2] (SBP <= 85.427)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 8.265 & Creatinine >= 0.046) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 10.491 & HCO3 >= 1.729) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 5.172 | Hct <= 8.212) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 181.309 -> WBC >= 2.075) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 3.193 | Hct <= 18.316) -> WBC >= 1.421) & Platelets >= 2.675) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 4.362 & Potassium <= 3.912) & Magnesium >= 0.128) [Discrimination Score: 0.128; Robustness + : 0.000; Robustness - : -0.128; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 7.034 & Potassium < 0.644) & Magnesium < 1.309) & Phosphate < 3.310) [Discrimination Score: -0.644; Robustness + : 0.000; Robustness - : 0.644; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.284 & Magnesium > 0.004) -> Calcium < 6.694) [Discrimination Score: 7536265458195523.000; Robustness + : 0.000; Robustness - : -6.694; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 19.032) U[0,2] (SBP <= 95.977)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 13.047 & Creatinine >= 0.020) [Discrimination Score: 0.020; Robustness + : 0.000; Robustness - : -0.020; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 7.091 & HCO3 >= 0.320) [Discrimination Score: 7.091; Robustness + : 0.000; Robustness - : -7.091; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 8.081 | Hct <= 15.745) [Discrimination Score: -15.745; Robustness + : 0.000; Robustness - : 15.745; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 180.402 -> WBC >= 0.579) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 10.099 | Hct <= 19.225) -> WBC >= 2.532) & Platelets >= 33.127) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.325 & Potassium <= 2.528) & Magnesium >= 0.095) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 5.317 & Potassium < 2.867) & Magnesium < 1.200) & Phosphate < 0.498) [Discrimination Score: -0.498; Robustness + : 0.000; Robustness - : 0.498; Percent Class + : 0.000; Percent Class - : 1.000]
