G[0,0](Chloride >= 0.974 & HCO3 >= 1.147) [Discrimination Score: -0.000; Robustness + : -1.147; Robustness - : -1.147; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 1.863 | Hct <= 19.861) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 281.902 -> WBC >= 0.344) [Discrimination Score: 0.000; Robustness + : -281.902; Robustness - : -281.902; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 11.576 | Hct <= 30.254) -> WBC >= 0.656) & Platelets >= 3.639) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 3.820 & Potassium <= 2.762) & Magnesium >= 0.044) [Discrimination Score: -0.000; Robustness + : -0.044; Robustness - : -0.044; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 6.368 & Potassium < 3.496) & Magnesium < 1.171) & Phosphate < 0.601) [Discrimination Score: 0.000; Robustness + : 0.601; Robustness - : 0.601; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.061 & Magnesium > 0.020) -> Calcium < 7.294) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 75.128) U[2,2] (SBP <= 132.836)) [Discrimination Score: 1.000; Robustness + : 132.836; Robustness - : 132.836; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 15.403 & Creatinine >= 0.034) [Discrimination Score: 0.000; Robustness + : -0.034; Robustness - : -0.034; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 0.510 & HCO3 >= 0.804) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 7.922 | Hct <= 5.955) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 23.525 -> WBC >= 0.551) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 10.892 | Hct <= 5.686) -> WBC >= 0.611) & Platelets >= 6.935) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.876 & Potassium <= 2.200) & Magnesium >= 0.050) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 8.577 & Potassium < 0.979) & Magnesium < 1.683) & Phosphate < 1.249) [Discrimination Score: -5.000; Robustness + : 0.979; Robustness - : 0.979; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.072 & Magnesium > 0.050) -> Calcium < 7.281) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 75.745) U[1,2] (SBP <= 153.911)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 23.287 & Creatinine >= 0.086) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 1.274 & HCO3 >= 0.780) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 9.267 | Hct <= 8.624) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 40.803 -> WBC >= 0.224) [Discrimination Score: 0.321; Robustness + : -41.077; Robustness - : -43.017; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 5.492 | Hct <= 28.790) -> WBC >= 0.271) & Platelets >= 0.574) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 4.996 & Potassium <= 3.571) & Magnesium >= 0.145) [Discrimination Score: 2.000; Robustness + : -0.145; Robustness - : -0.145; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.668 & Potassium < 2.531) & Magnesium < 1.811) & Phosphate < 1.886) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.089 & Magnesium > 0.118) -> Calcium < 1.059) [Discrimination Score: -3.000; Robustness + : -1.059; Robustness - : -1.059; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 44.653) U[0,1] (SBP <= 144.421)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 20.674 & Creatinine >= 0.097) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 6.199 & HCO3 >= 0.740) [Discrimination Score: 3.000; Robustness + : -6.199; Robustness - : -6.199; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 5.945 | Hct <= 10.198) [Discrimination Score: 0.000; Robustness + : 10.198; Robustness - : 10.198; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 97.435 -> WBC >= 0.103) [Discrimination Score: -3.000; Robustness + : -97.435; Robustness - : -97.435; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 2.970 | Hct <= 18.042) -> WBC >= 0.390) & Platelets >= 7.503) [Discrimination Score: -1.000; Robustness + : -18.042; Robustness - : -18.042; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 4.477 & Potassium <= 4.329) & Magnesium >= 0.076) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 2.671 & Potassium < 3.753) & Magnesium < 1.501) & Phosphate < 1.474) [Discrimination Score: 0.179; Robustness + : 1.305; Robustness - : 1.054; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.033 & Magnesium > 0.142) -> Calcium < 2.951) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 16.229) U[1,2] (SBP <= 155.043)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 21.780 & Creatinine >= 0.055) [Discrimination Score: -1.000; Robustness + : -0.055; Robustness - : -0.055; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 4.171 & HCO3 >= 0.742) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 3.413 | Hct <= 5.220) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
