G[1,1](Chloride >= 4.962 & HCO3 >= 0.941) [Discrimination Score: 4.962; Robustness + : 0.000; Robustness - : -4.962; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 8.498 | Hct <= 11.633) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 108.411 -> WBC >= 3.791) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 5.855 | Hct <= 28.243) -> WBC >= 3.449) & Platelets >= 18.190) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.464 & Potassium <= 1.792) & Magnesium >= 0.357) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 4.103 & Potassium < 1.100) & Magnesium < 0.919) & Phosphate < 1.180) [Discrimination Score: -0.919; Robustness + : 0.000; Robustness - : 0.919; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.411 & Magnesium > 0.044) -> Calcium < 3.332) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 46.718) U[0,1] (SBP <= 80.741)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 30.933 & Creatinine >= 0.009) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 17.556 & HCO3 >= 4.941) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 9.477 | Hct <= 23.056) [Discrimination Score: -23.056; Robustness + : 0.000; Robustness - : 23.056; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 152.102 -> WBC >= 4.115) [Discrimination Score: 152.102; Robustness + : 0.000; Robustness - : -152.102; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 6.529 | Hct <= 11.218) -> WBC >= 1.754) & Platelets >= 25.407) [Discrimination Score: 25.407; Robustness + : 0.000; Robustness - : -25.407; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.355 & Potassium <= 2.864) & Magnesium >= 0.476) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 4.399 & Potassium < 2.409) & Magnesium < 1.859) & Phosphate < 2.876) [Discrimination Score: -1.859; Robustness + : 0.000; Robustness - : 1.859; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.076 & Magnesium > 0.380) -> Calcium < 6.630) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 29.976) U[1,2] (SBP <= 109.607)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 12.750 & Creatinine >= 0.050) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 11.794 & HCO3 >= 5.018) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 7.279 | Hct <= 14.776) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 211.153 -> WBC >= 2.690) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.811 | Hct <= 8.891) -> WBC >= 0.821) & Platelets >= 19.104) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 3.288 & Potassium <= 1.876) & Magnesium >= 0.129) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 4.151 & Potassium < 1.313) & Magnesium < 0.805) & Phosphate < 2.104) [Discrimination Score: 0.112; Robustness + : 0.000; Robustness - : -0.193; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.180 & Magnesium > 0.216) -> Calcium < 2.567) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 50.222) U[1,1] (SBP <= 85.207)) [Discrimination Score: -85.207; Robustness + : 0.000; Robustness - : 85.207; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 9.334 & Creatinine >= 0.187) [Discrimination Score: 0.187; Robustness + : 0.000; Robustness - : -0.187; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 21.988 & HCO3 >= 6.154) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 9.112 | Hct <= 7.898) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 274.219 -> WBC >= 4.324) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 5.915 | Hct <= 18.449) -> WBC >= 0.505) & Platelets >= 1.960) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.027 & Potassium <= 1.825) & Magnesium >= 0.241) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.541 & Potassium < 3.372) & Magnesium < 1.089) & Phosphate < 2.162) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.177 & Magnesium > 0.509) -> Calcium < 5.270) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 55.649) U[0,1] (SBP <= 74.450)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 14.216 & Creatinine >= 0.032) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 9.762 & HCO3 >= 0.686) [Discrimination Score: 2.469; Robustness + : 0.000; Robustness - : -7.912; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 5.122 | Hct <= 16.415) [Discrimination Score: -16.415; Robustness + : 0.000; Robustness - : 16.415; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 269.309 -> WBC >= 1.444) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 6.050 | Hct <= 10.664) -> WBC >= 3.273) & Platelets >= 38.610) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 2.923 & Potassium <= 3.164) & Magnesium >= 0.036) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 4.076 & Potassium < 3.491) & Magnesium < 1.294) & Phosphate < 0.609) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.345 & Magnesium > 0.518) -> Calcium < 1.555) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
