G[2,2](Chloride >= 1.488 & HCO3 >= 0.931) [Discrimination Score: 1.488; Robustness + : 0.000; Robustness - : -1.488; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 9.255 | Hct <= 18.239) [Discrimination Score: -18.239; Robustness + : 0.000; Robustness - : 18.239; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 160.805 -> WBC >= 0.132) [Discrimination Score: 160.805; Robustness + : 0.000; Robustness - : -160.805; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 6.284 | Hct <= 17.004) -> WBC >= 0.759) & Platelets >= 1.790) [Discrimination Score: 2.085; Robustness + : 0.000; Robustness - : -23.513; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 5.482 & Potassium <= 1.237) & Magnesium >= 0.048) [Discrimination Score: 0.304; Robustness + : 0.000; Robustness - : -0.480; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 1.653 & Potassium < 1.600) & Magnesium < 1.224) & Phosphate < 2.682) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.055 & Magnesium > 0.097) -> Calcium < 7.402) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 30.365) U[1,2] (SBP <= 93.069)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 26.235 & Creatinine >= 0.033) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 7.989 & HCO3 >= 0.143) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 10.444 | Hct <= 7.404) [Discrimination Score: -10.444; Robustness + : 0.000; Robustness - : 10.444; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 131.072 -> WBC >= 0.464) [Discrimination Score: 131.072; Robustness + : 0.000; Robustness - : -131.072; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 5.982 | Hct <= 31.547) -> WBC >= 0.174) & Platelets >= 6.251) [Discrimination Score: 31.547; Robustness + : 0.000; Robustness - : -31.547; Percent Class + : 1.000; Percent Class - : 0.000]
