G[0,0](Chloride >= 8.870 & HCO3 >= 0.000) [Discrimination Score: -0.141; Robustness + : -8.063; Robustness - : -7.310; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 9.422 | Hct <= 12.862) [Discrimination Score: 8.000; Robustness + : 12.862; Robustness - : 12.862; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 219.111 -> WBC >= 0.508) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 5.550 | Hct <= 25.375) -> WBC >= 0.971) & Platelets >= 5.005) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 6.539 & Potassium <= 4.236) & Magnesium >= 0.087) [Discrimination Score: 0.320; Robustness + : 0.100; Robustness - : -0.087; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 7.958 & Potassium < 5.110) & Magnesium < 2.221) & Phosphate < 3.938) [Discrimination Score: -0.230; Robustness + : 1.973; Robustness - : 2.145; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.207 & Magnesium > 0.240) -> Calcium < 3.148) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 62.735) U[1,1] (SBP <= 181.216)) [Discrimination Score: 6.000; Robustness + : 181.216; Robustness - : 181.216; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 31.946 & Creatinine >= 0.139) [Discrimination Score: 1.000; Robustness + : -0.139; Robustness - : -0.139; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 6.769 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 6.926 | Hct <= 13.998) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 185.580 -> WBC >= 0.054) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.513 | Hct <= 10.486) -> WBC >= 0.349) & Platelets >= 3.288) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 1.567 & Potassium <= 5.224) & Magnesium >= 0.114) [Discrimination Score: -9.000; Robustness + : -0.114; Robustness - : -0.114; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 2.464 & Potassium < 1.821) & Magnesium < 1.152) & Phosphate < 1.784) [Discrimination Score: -0.016; Robustness + : 0.698; Robustness - : 0.726; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.080 & Magnesium > 0.068) -> Calcium < 3.581) [Discrimination Score: -5.000; Robustness + : -3.581; Robustness - : -3.581; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 3.363) U[0,1] (SBP <= 154.920)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 39.451 & Creatinine >= 0.082) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 3.877 & HCO3 >= 0.000) [Discrimination Score: -0.121; Robustness + : -3.426; Robustness - : -3.101; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 9.072 | Hct <= 4.325) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 195.941 -> WBC >= 0.096) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 4.279 | Hct <= 12.576) -> WBC >= 0.513) & Platelets >= 3.224) [Discrimination Score: 0.000; Robustness + : -12.576; Robustness - : -12.576; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 1.028 & Potassium <= 3.795) & Magnesium >= 0.113) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.072 & Potassium < 2.512) & Magnesium < 0.828) & Phosphate < 0.716) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.010 & Magnesium > 0.255) -> Calcium < 1.076) [Discrimination Score: -2.000; Robustness + : -1.076; Robustness - : -1.076; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 53.888) U[0,2] (SBP <= 169.197)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 41.739 & Creatinine >= 0.027) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 9.952 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 9.917 | Hct <= 19.892) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 124.202 -> WBC >= 0.410) [Discrimination Score: -9.000; Robustness + : -124.202; Robustness - : -124.202; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 4.346 | Hct <= 26.077) -> WBC >= 0.089) & Platelets >= 0.309) [Discrimination Score: -6.000; Robustness + : -26.077; Robustness - : -26.077; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 3.906 & Potassium <= 4.741) & Magnesium >= 0.020) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 1.223 & Potassium < 1.644) & Magnesium < 1.560) & Phosphate < 2.456) [Discrimination Score: -0.000; Robustness + : 1.223; Robustness - : 1.223; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.053 & Magnesium > 0.017) -> Calcium < 4.431) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 6.646) U[0,1] (SBP <= 136.177)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 29.482 & Creatinine >= 0.170) [Discrimination Score: -5.000; Robustness + : -0.170; Robustness - : -0.170; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 8.820 & HCO3 >= 0.000) [Discrimination Score: -0.141; Robustness + : -8.013; Robustness - : -7.260; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 7.481 | Hct <= 10.228) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 190.030 -> WBC >= 0.903) [Discrimination Score: -0.000; Robustness + : -190.030; Robustness - : -190.030; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 2.703 | Hct <= 28.665) -> WBC >= 1.006) & Platelets >= 1.228) [Discrimination Score: -7.000; Robustness + : -28.665; Robustness - : -28.665; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 7.922 & Potassium <= 2.648) & Magnesium >= 0.178) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 2.053 & Potassium < 3.279) & Magnesium < 2.200) & Phosphate < 0.600) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.181 & Magnesium > 0.212) -> Calcium < 7.130) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 62.345) U[0,0] (SBP <= 181.229)) [Discrimination Score: 0.160; Robustness + : 145.725; Robustness - : 144.429; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 8.993 & Creatinine >= 0.026) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 5.636 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 1.631 | Hct <= 26.384) [Discrimination Score: 5.000; Robustness + : 26.384; Robustness - : 26.384; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 146.559 -> WBC >= 0.361) [Discrimination Score: 0.000; Robustness + : -146.559; Robustness - : -146.559; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 1.923 | Hct <= 30.167) -> WBC >= 0.219) & Platelets >= 8.576) [Discrimination Score: -7.000; Robustness + : -30.167; Robustness - : -30.167; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 5.318 & Potassium <= 5.321) & Magnesium >= 0.209) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 6.974 & Potassium < 4.550) & Magnesium < 0.838) & Phosphate < 0.668) [Discrimination Score: 0.000; Robustness + : 0.668; Robustness - : 0.668; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.178 & Magnesium > 0.204) -> Calcium < 5.043) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 8.442) U[0,2] (SBP <= 158.169)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 36.119 & Creatinine >= 0.125) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
