G[0,0](Chloride >= 3.866 & HCO3 >= 0.505) [Discrimination Score: -1.941; Robustness + : -3.270; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 2.016 | Hct <= 9.059) [Discrimination Score: 9.059; Robustness + : 9.059; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 188.417 -> WBC >= 0.126) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 9.390 | Hct <= 29.749) -> WBC >= 0.143) & Platelets >= 1.333) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 2.953 & Potassium <= 0.527) & Magnesium >= 0.008) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 0.962 & Potassium < 3.412) & Magnesium < 0.147) & Phosphate < 2.267) [Discrimination Score: 0.216; Robustness + : 0.054; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.168 & Magnesium > 0.081) -> Calcium < 8.546) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 30.388) U[1,1] (SBP <= 108.676)) [Discrimination Score: 108.676; Robustness + : 108.676; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 2.731 & Creatinine >= 0.014) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 2.661 & HCO3 >= 1.018) [Discrimination Score: -1.970; Robustness + : -2.256; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 7.478 | Hct <= 27.388) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 100.432 -> WBC >= 0.012) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 8.374 | Hct <= 2.058) -> WBC >= 0.032) & Platelets >= 7.263) [Discrimination Score: -8.374; Robustness + : -8.374; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 4.044 & Potassium <= 2.874) & Magnesium >= 0.011) [Discrimination Score: -0.011; Robustness + : -0.011; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 3.991 & Potassium < 2.152) & Magnesium < 0.892) & Phosphate < 2.645) [Discrimination Score: 0.875; Robustness + : 0.577; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.027 & Magnesium > 0.057) -> Calcium < 4.940) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 8.871) U[0,0] (SBP <= 122.879)) [Discrimination Score: 10.190; Robustness + : 116.935; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 2.884 & Creatinine >= 0.007) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
