G[0,2](Chloride >= 8.288 & HCO3 >= 0.169) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 5.790 | Hct <= 14.161) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 107.062 -> WBC >= 0.165) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 3.753 | Hct <= 6.583) -> WBC >= 0.446) & Platelets >= 33.044) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 4.930 & Potassium <= 3.237) & Magnesium >= 0.092) [Discrimination Score: -0.413; Robustness + : 0.000; Robustness - : 0.233; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 5.680 & Potassium < 1.121) & Magnesium < 1.147) & Phosphate < 0.589) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.222 & Magnesium > 0.077) -> Calcium < 2.344) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 44.457) U[0,1] (SBP <= 119.779)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 7.459 & Creatinine >= 0.065) [Discrimination Score: 0.065; Robustness + : 0.000; Robustness - : -0.065; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 8.235 & HCO3 >= 0.541) [Discrimination Score: 8.235; Robustness + : 0.000; Robustness - : -8.235; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 1.102 | Hct <= 3.365) [Discrimination Score: -3.365; Robustness + : 0.000; Robustness - : 3.365; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 96.289 -> WBC >= 0.242) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 7.351 | Hct <= 8.782) -> WBC >= 1.079) & Platelets >= 4.647) [Discrimination Score: 8.782; Robustness + : 0.000; Robustness - : -8.782; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 4.610 & Potassium <= 1.974) & Magnesium >= 0.133) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.820 & Potassium < 2.976) & Magnesium < 0.885) & Phosphate < 1.930) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.233 & Magnesium > 0.127) -> Calcium < 3.850) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 9.982) U[0,1] (SBP <= 102.692)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 3.501 & Creatinine >= 0.077) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 8.796 & HCO3 >= 0.192) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 4.130 | Hct <= 24.938) [Discrimination Score: -24.938; Robustness + : 0.000; Robustness - : 24.938; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 164.122 -> WBC >= 1.363) [Discrimination Score: 164.122; Robustness + : 0.000; Robustness - : -164.122; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.813 | Hct <= 3.408) -> WBC >= 1.304) & Platelets >= 41.581) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 2.108 & Potassium <= 3.275) & Magnesium >= 0.010) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 1.380 & Potassium < 1.461) & Magnesium < 0.391) & Phosphate < 1.072) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.211 & Magnesium > 0.053) -> Calcium < 2.470) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 64.668) U[1,2] (SBP <= 94.305)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 11.195 & Creatinine >= 0.020) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 10.015 & HCO3 >= 1.496) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 2.052 | Hct <= 9.847) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 62.560 -> WBC >= 0.275) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 4.120 | Hct <= 3.132) -> WBC >= 0.488) & Platelets >= 31.752) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 5.170 & Potassium <= 0.794) & Magnesium >= 0.155) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
