G[2,2](Chloride >= 2.544 & HCO3 >= 0.271) [Discrimination Score: -8.000; Robustness + : -2.544; Robustness - : -2.544; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 1.982 | Hct <= 7.687) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 252.413 -> WBC >= 0.730) [Discrimination Score: 5.000; Robustness + : -252.413; Robustness - : -252.413; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 10.542 | Hct <= 11.435) -> WBC >= 0.776) & Platelets >= 7.274) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 2.687 & Potassium <= 4.514) & Magnesium >= 0.241) [Discrimination Score: -3.500; Robustness + : -0.241; Robustness - : -0.241; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.205 & Potassium < 3.356) & Magnesium < 2.399) & Phosphate < 6.466) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.471 & Magnesium > 0.284) -> Calcium < 6.231) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 39.386) U[1,1] (SBP <= 172.169)) [Discrimination Score: -15.000; Robustness + : 172.169; Robustness - : 172.169; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 26.592 & Creatinine >= 0.219) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 12.944 & HCO3 >= 2.460) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 3.984 | Hct <= 19.090) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 28.593 -> WBC >= 0.887) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.233 | Hct <= 9.106) -> WBC >= 0.099) & Platelets >= 7.584) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 4.164 & Potassium <= 1.650) & Magnesium >= 0.214) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 2.238 & Potassium < 1.234) & Magnesium < 2.342) & Phosphate < 4.827) [Discrimination Score: -0.185; Robustness + : -3.428; Robustness - : 0.757; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.038 & Magnesium > 0.292) -> Calcium < 1.308) [Discrimination Score: -4.000; Robustness + : -1.308; Robustness - : -1.308; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 8.215) U[0,2] (SBP <= 144.840)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 39.014 & Creatinine >= 0.111) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 0.918 & HCO3 >= 0.964) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 10.805 | Hct <= 32.522) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 179.021 -> WBC >= 0.135) [Discrimination Score: -0.382; Robustness + : -177.264; Robustness - : -143.190; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 7.625 | Hct <= 10.869) -> WBC >= 0.010) & Platelets >= 6.937) [Discrimination Score: -6.000; Robustness + : -10.869; Robustness - : -10.869; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 1.866 & Potassium <= 3.338) & Magnesium >= 0.146) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 7.617 & Potassium < 3.437) & Magnesium < 1.870) & Phosphate < 4.725) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.277 & Magnesium > 0.032) -> Calcium < 2.002) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 18.068) U[0,0] (SBP <= 125.152)) [Discrimination Score: 0.008; Robustness + : 121.274; Robustness - : 121.108; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 16.137 & Creatinine >= 0.331) [Discrimination Score: 4.000; Robustness + : -0.331; Robustness - : -0.331; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 9.700 & HCO3 >= 1.874) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 1.968 | Hct <= 6.226) [Discrimination Score: 1.000; Robustness + : 6.226; Robustness - : 6.226; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 291.152 -> WBC >= 0.857) [Discrimination Score: -0.382; Robustness + : -288.289; Robustness - : -232.750; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 3.063 | Hct <= 7.034) -> WBC >= 0.391) & Platelets >= 5.874) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.267 & Potassium <= 1.600) & Magnesium >= 0.353) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 1.519 & Potassium < 3.326) & Magnesium < 1.087) & Phosphate < 6.812) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.339 & Magnesium > 0.096) -> Calcium < 8.120) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 25.757) U[0,2] (SBP <= 163.947)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 47.207 & Creatinine >= 0.149) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 18.059 & HCO3 >= 2.159) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 5.330 | Hct <= 12.935) [Discrimination Score: 3.000; Robustness + : 12.935; Robustness - : 12.935; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 219.805 -> WBC >= 1.001) [Discrimination Score: -1.000; Robustness + : -219.805; Robustness - : -219.805; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 5.660 | Hct <= 27.082) -> WBC >= 0.220) & Platelets >= 7.006) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 7.888 & Potassium <= 5.046) & Magnesium >= 0.183) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
