G[1,1](Chloride >= 2.185 & HCO3 >= 0.162) [Discrimination Score: -5.000; Robustness + : -2.185; Robustness - : -2.185; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 0.508 | Hct <= 19.621) [Discrimination Score: -9.000; Robustness + : 19.621; Robustness - : 19.621; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 48.343 -> WBC >= 0.638) [Discrimination Score: -0.018; Robustness + : -48.399; Robustness - : -48.343; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 2.196 | Hct <= 18.049) -> WBC >= 0.422) & Platelets >= 8.577) [Discrimination Score: -5.000; Robustness + : -18.049; Robustness - : -18.049; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 7.168 & Potassium <= 0.822) & Magnesium >= 0.141) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 8.545 & Potassium < 2.439) & Magnesium < 1.878) & Phosphate < 1.571) [Discrimination Score: 0.086; Robustness + : 1.322; Robustness - : 1.191; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.124 & Magnesium > 0.164) -> Calcium < 7.194) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 32.143) U[1,1] (SBP <= 126.226)) [Discrimination Score: 7.000; Robustness + : 126.226; Robustness - : 126.226; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 8.221 & Creatinine >= 0.010) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 2.949 & HCO3 >= 0.630) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 7.269 | Hct <= 11.265) [Discrimination Score: 1.000; Robustness + : 11.265; Robustness - : 11.265; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 257.911 -> WBC >= 0.327) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.129 | Hct <= 10.310) -> WBC >= 0.260) & Platelets >= 7.686) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.215 & Potassium <= 3.871) & Magnesium >= 0.039) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.014 & Potassium < 3.106) & Magnesium < 1.566) & Phosphate < 1.769) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.132 & Magnesium > 0.026) -> Calcium < 8.550) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 76.428) U[0,1] (SBP <= 134.880)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 13.907 & Creatinine >= 0.050) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 3.739 & HCO3 >= 0.324) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.874 | Hct <= 14.392) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 300.366 -> WBC >= 0.549) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 8.424 | Hct <= 3.651) -> WBC >= 0.489) & Platelets >= 5.323) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 2.618 & Potassium <= 1.869) & Magnesium >= 0.078) [Discrimination Score: 3.000; Robustness + : -0.078; Robustness - : -0.078; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 7.483 & Potassium < 3.279) & Magnesium < 0.625) & Phosphate < 4.230) [Discrimination Score: -0.254; Robustness + : 0.533; Robustness - : 0.625; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.092 & Magnesium > 0.112) -> Calcium < 4.291) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 46.561) U[0,1] (SBP <= 140.002)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
