G[0,0](Chloride >= 5.898 & HCO3 >= 0.348) [Discrimination Score: 5.898; Robustness + : 0.000; Robustness - : -5.898; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 5.661 | Hct <= 22.987) [Discrimination Score: -22.987; Robustness + : 0.000; Robustness - : 22.987; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 0.000 -> WBC >= 1.125) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 1.499 | Hct <= 21.406) -> WBC >= 0.844) & Platelets >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 0.000 & Potassium <= 2.786) & Magnesium >= 0.052) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 0.000 & Potassium < 2.698) & Magnesium < 1.350) & Phosphate < 0.000) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.000 & Magnesium > 0.190) -> Calcium < 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 34.576) U[1,2] (SBP <= 0.000)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 12.340 & Creatinine >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 9.429 & HCO3 >= 2.714) [Discrimination Score: 9.429; Robustness + : 0.000; Robustness - : -9.429; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 2.452 | Hct <= 21.919) [Discrimination Score: -21.919; Robustness + : 0.000; Robustness - : 21.919; Percent Class + : 0.000; Percent Class - : 1.000]
