G[0,2](Chloride >= 12.884 & HCO3 >= 1.975) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 6.595 | Hct <= 26.381) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 103.910 -> WBC >= 1.504) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 9.449 | Hct <= 10.700) -> WBC >= 1.500) & Platelets >= 5.486) [Discrimination Score: 10.700; Robustness + : 0.000; Robustness - : -10.700; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 6.711 & Potassium <= 2.688) & Magnesium >= 0.076) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.945 & Potassium < 1.887) & Magnesium < 1.516) & Phosphate < 3.319) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.201 & Magnesium > 0.054) -> Calcium < 2.445) [Discrimination Score: 2.445; Robustness + : 0.000; Robustness - : -2.445; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 17.476) U[0,1] (SBP <= 81.501)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 8.809 & Creatinine >= 0.069) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 1.074 & HCO3 >= 0.404) [Discrimination Score: 0.908; Robustness + : 0.000; Robustness - : -0.656; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 1.859 | Hct <= 28.111) [Discrimination Score: -28.111; Robustness + : 0.000; Robustness - : 28.111; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 49.378 -> WBC >= 1.483) [Discrimination Score: 49.378; Robustness + : 0.000; Robustness - : -49.378; Percent Class + : 1.000; Percent Class - : 0.000]
