G[1,1](Chloride >= 11.896 & HCO3 >= 2.951) [Discrimination Score: -0.000; Robustness + : -11.896; Robustness - : -11.896; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 2.625 | Hct <= 16.242) [Discrimination Score: 0.000; Robustness + : 16.242; Robustness - : 16.242; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 108.788 -> WBC >= 0.465) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.401 | Hct <= 13.892) -> WBC >= 1.821) & Platelets >= 4.432) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 14.439 & Potassium <= 2.949) & Magnesium >= 0.583) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 7.013 & Potassium < 3.939) & Magnesium < 1.977) & Phosphate < 1.499) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.009 & Magnesium > 0.172) -> Calcium < 3.615) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 25.698) U[0,0] (SBP <= 89.369)) [Discrimination Score: -0.633; Robustness + : 79.608; Robustness - : 89.369; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 16.754 & Creatinine >= 0.129) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 22.270 & HCO3 >= 3.987) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 8.585 | Hct <= 27.483) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 242.191 -> WBC >= 2.191) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 8.707 | Hct <= 19.203) -> WBC >= 2.153) & Platelets >= 19.928) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 10.468 & Potassium <= 3.991) & Magnesium >= 0.066) [Discrimination Score: 0.000; Robustness + : -0.066; Robustness - : -0.066; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.136 & Potassium < 1.662) & Magnesium < 1.913) & Phosphate < 1.838) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.526 & Magnesium > 0.472) -> Calcium < 4.249) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 38.702) U[0,1] (SBP <= 89.554)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 43.267 & Creatinine >= 0.177) [Discrimination Score: -0.165; Robustness + : 7.549; Robustness - : 13.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 18.252 & HCO3 >= 6.046) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.839 | Hct <= 26.363) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 122.938 -> WBC >= 0.336) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.893 | Hct <= 9.395) -> WBC >= 2.846) & Platelets >= 14.706) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 8.464 & Potassium <= 1.797) & Magnesium >= 0.522) [Discrimination Score: 0.110; Robustness + : -3.846; Robustness - : -6.325; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 8.924 & Potassium < 1.370) & Magnesium < 2.583) & Phosphate < 2.545) [Discrimination Score: 6.000; Robustness + : 1.370; Robustness - : 1.370; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.393 & Magnesium > 0.284) -> Calcium < 8.395) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 42.923) U[0,1] (SBP <= 102.747)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 25.498 & Creatinine >= 0.159) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 12.732 & HCO3 >= 0.727) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 9.321 | Hct <= 19.422) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 215.396 -> WBC >= 1.385) [Discrimination Score: 5.000; Robustness + : -215.396; Robustness - : -215.396; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 10.636 | Hct <= 25.781) -> WBC >= 1.556) & Platelets >= 7.080) [Discrimination Score: 0.340; Robustness + : -26.011; Robustness - : -27.553; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 4.265 & Potassium <= 1.320) & Magnesium >= 0.264) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 13.289 & Potassium < 1.474) & Magnesium < 2.064) & Phosphate < 3.770) [Discrimination Score: 0.090; Robustness + : -1.888; Robustness - : -3.763; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.201 & Magnesium > 0.241) -> Calcium < 8.658) [Discrimination Score: -0.185; Robustness + : -7.974; Robustness - : -6.879; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 10.872) U[0,0] (SBP <= 13.963)) [Discrimination Score: 0.169; Robustness + : 19.229; Robustness - : 13.963; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 29.271 & Creatinine >= 0.054) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
