G[0,1](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 3.020 | Hct <= 20.058) [Discrimination Score: -20.058; Robustness + : 0.000; Robustness - : 20.058; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 54.787 -> WBC >= 1.378) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 2.723 | Hct <= 3.193) -> WBC >= 0.362) & Platelets >= 3.161) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 8.619 & Potassium <= 1.629) & Magnesium >= 0.068) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 2.569 & Potassium < 5.159) & Magnesium < 2.219) & Phosphate < 2.383) [Discrimination Score: -2.219; Robustness + : 0.000; Robustness - : 2.219; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.525 & Magnesium > 0.093) -> Calcium < 1.292) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 37.269) U[0,1] (SBP <= 87.328)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 61.916 & Creatinine >= 0.640) [Discrimination Score: 0.860; Robustness + : 0.000; Robustness - : -1.529; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 6.341 | Hct <= 23.656) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 50.953 -> WBC >= 1.378) [Discrimination Score: 50.953; Robustness + : 0.000; Robustness - : -50.953; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 6.527 | Hct <= 4.212) -> WBC >= 1.545) & Platelets >= 4.637) [Discrimination Score: 7348841232863222.000; Robustness + : 0.000; Robustness - : -6.527; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 5.311 & Potassium <= 3.837) & Magnesium >= 0.038) [Discrimination Score: 0.038; Robustness + : 0.000; Robustness - : -0.038; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 9.559 & Potassium < 2.239) & Magnesium < 1.284) & Phosphate < 11.319) [Discrimination Score: -1.284; Robustness + : 0.000; Robustness - : 1.284; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 1.172 & Magnesium > 0.232) -> Calcium < 7.565) [Discrimination Score: 7.565; Robustness + : 0.000; Robustness - : -7.565; Percent Class + : 0.000; Percent Class - : 1.000]
