G[1,1](Chloride >= 8.370 & HCO3 >= 2.113) [Discrimination Score: -0.000; Robustness + : -8.370; Robustness - : -8.370; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 6.246 | Hct <= 19.668) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 58.210 -> WBC >= 0.433) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 3.455 | Hct <= 19.669) -> WBC >= 0.512) & Platelets >= 2.875) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.325 & Potassium <= 1.089) & Magnesium >= 0.340) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 1.773 & Potassium < 3.003) & Magnesium < 1.524) & Phosphate < 3.580) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.162 & Magnesium > 0.319) -> Calcium < 8.444) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 61.637) U[0,1] (SBP <= 92.062)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 5.389 & Creatinine >= 0.007) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 3.023 & HCO3 >= 0.507) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 4.111 | Hct <= 17.731) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 151.340 -> WBC >= 0.134) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 7.690 | Hct <= 28.937) -> WBC >= 0.562) & Platelets >= 1.517) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 3.293 & Potassium <= 0.779) & Magnesium >= 0.153) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 7.031 & Potassium < 1.950) & Magnesium < 1.947) & Phosphate < 3.729) [Discrimination Score: -0.197; Robustness + : -3.755; Robustness - : 1.947; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.232 & Magnesium > 0.293) -> Calcium < 8.193) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 62.772) U[1,2] (SBP <= 68.543)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 19.299 & Creatinine >= 0.066) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 9.470 & HCO3 >= 2.803) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 5.487 | Hct <= 27.469) [Discrimination Score: -1.000; Robustness + : 27.469; Robustness - : 27.469; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 109.286 -> WBC >= 0.253) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.947 | Hct <= 8.454) -> WBC >= 0.384) & Platelets >= 3.321) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.447 & Potassium <= 3.815) & Magnesium >= 0.314) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 7.857 & Potassium < 3.235) & Magnesium < 0.737) & Phosphate < 5.713) [Discrimination Score: -0.195; Robustness + : -4.839; Robustness - : 0.737; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.120 & Magnesium > 0.113) -> Calcium < 8.757) [Discrimination Score: 0.192; Robustness + : -8.440; Robustness - : -8.757; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 56.723) U[2,2] (SBP <= 90.068)) [Discrimination Score: 5.000; Robustness + : 90.068; Robustness - : 90.068; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 42.551 & Creatinine >= 0.028) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 5.869 & HCO3 >= 1.002) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 8.006 | Hct <= 21.379) [Discrimination Score: -5.000; Robustness + : 21.379; Robustness - : 21.379; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 76.323 -> WBC >= 0.657) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 2.042 | Hct <= 24.311) -> WBC >= 0.174) & Platelets >= 0.109) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 1.522 & Potassium <= 1.869) & Magnesium >= 0.273) [Discrimination Score: -0.190; Robustness + : -5.910; Robustness - : -0.273; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 1.011 & Potassium < 4.249) & Magnesium < 2.483) & Phosphate < 1.359) [Discrimination Score: -0.000; Robustness + : 1.011; Robustness - : 1.011; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.145 & Magnesium > 0.112) -> Calcium < 8.513) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 6.032) U[0,2] (SBP <= 90.683)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 49.651 & Creatinine >= 0.078) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 5.738 & HCO3 >= 0.437) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 1.996 | Hct <= 25.080) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
