G[1,1](Chloride >= 1.628 & HCO3 >= 1.232) [Discrimination Score: -3.500; Robustness + : -1.628; Robustness - : -1.628; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 3.520 | Hct <= 18.257) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 39.254 -> WBC >= 1.103) [Discrimination Score: -4.000; Robustness + : -39.254; Robustness - : -39.254; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 11.225 | Hct <= 15.140) -> WBC >= 0.256) & Platelets >= 15.162) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 5.920 & Potassium <= 4.989) & Magnesium >= 0.145) [Discrimination Score: 0.000; Robustness + : -0.145; Robustness - : -0.145; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 8.365 & Potassium < 4.920) & Magnesium < 0.912) & Phosphate < 5.917) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.365 & Magnesium > 0.018) -> Calcium < 1.508) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 27.272) U[0,2] (SBP <= 153.119)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 4.197 & Creatinine >= 0.142) [Discrimination Score: 5.000; Robustness + : -0.142; Robustness - : -0.142; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 3.370 & HCO3 >= 0.905) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 9.634 | Hct <= 6.733) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 134.497 -> WBC >= 1.206) [Discrimination Score: -0.000; Robustness + : -134.497; Robustness - : -134.497; Percent Class + : 1.000; Percent Class - : 0.000]
