G[0,0](Chloride >= 3.635 & HCO3 >= 0.792) [Discrimination Score: 2.697; Robustness + : 0.000; Robustness - : -3.066; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 3.235 | Hct <= 14.564) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 275.059 -> WBC >= 1.336) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 3.066 | Hct <= 20.348) -> WBC >= 0.685) & Platelets >= 39.967) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 3.560 & Potassium <= 3.248) & Magnesium >= 0.002) [Discrimination Score: 0.539; Robustness + : 0.000; Robustness - : -0.032; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.073 & Potassium < 0.670) & Magnesium < 0.965) & Phosphate < 1.022) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.223 & Magnesium > 0.031) -> Calcium < 0.895) [Discrimination Score: 0.895; Robustness + : 0.000; Robustness - : -0.895; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 0.803) U[0,2] (SBP <= 92.556)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 14.010 & Creatinine >= 0.031) [Discrimination Score: 0.031; Robustness + : 0.000; Robustness - : -0.031; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 1.142 & HCO3 >= 0.383) [Discrimination Score: 1.142; Robustness + : 0.000; Robustness - : -1.142; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 6.935 | Hct <= 19.690) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 517.836 -> WBC >= 1.041) [Discrimination Score: 517.836; Robustness + : 0.000; Robustness - : -517.836; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 6.774 | Hct <= 9.429) -> WBC >= 0.462) & Platelets >= 69.681) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.341 & Potassium <= 3.758) & Magnesium >= 0.054) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.580 & Potassium < 1.145) & Magnesium < 1.638) & Phosphate < 2.779) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.099 & Magnesium > 0.135) -> Calcium < 5.819) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 22.083) U[0,0] (SBP <= 90.221)) [Discrimination Score: -90.221; Robustness + : 0.000; Robustness - : 90.221; Percent Class + : 0.000; Percent Class - : 1.000]
