G[1,2](Chloride >= 8.644 & HCO3 >= 1.245) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 8.054 | Hct <= 23.354) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 265.592 -> WBC >= 1.406) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 9.983 | Hct <= 27.338) -> WBC >= 0.844) & Platelets >= 25.320) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 3.931 & Potassium <= 1.622) & Magnesium >= 0.196) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 6.783 & Potassium < 3.375) & Magnesium < 1.399) & Phosphate < 3.757) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.043 & Magnesium > 0.066) -> Calcium < 5.035) [Discrimination Score: 5.035; Robustness + : 0.000; Robustness - : -5.035; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 41.818) U[2,2] (SBP <= 117.063)) [Discrimination Score: -117.063; Robustness + : 0.000; Robustness - : 117.063; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 36.025 & Creatinine >= 0.118) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 0.090 & HCO3 >= 2.243) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 4.821 | Hct <= 16.449) [Discrimination Score: -16.449; Robustness + : 0.000; Robustness - : 16.449; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 366.319 -> WBC >= 0.717) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 7.195 | Hct <= 7.835) -> WBC >= 0.517) & Platelets >= 30.963) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 4.883 & Potassium <= 3.143) & Magnesium >= 0.073) [Discrimination Score: 0.073; Robustness + : 0.000; Robustness - : -0.073; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.747 & Potassium < 3.877) & Magnesium < 0.947) & Phosphate < 5.619) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
