G[1,2](Chloride >= 4.971 & HCO3 >= 0.189) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 7.133 | Hct <= 13.138) [Discrimination Score: -13.138; Robustness + : 0.000; Robustness - : 13.138; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 317.534 -> WBC >= 1.622) [Discrimination Score: 317.534; Robustness + : 0.000; Robustness - : -317.534; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.748 | Hct <= 8.870) -> WBC >= 1.674) & Platelets >= 46.431) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 5.870 & Potassium <= 3.781) & Magnesium >= 0.067) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 3.693 & Potassium < 1.140) & Magnesium < 1.168) & Phosphate < 2.175) [Discrimination Score: -1.140; Robustness + : 0.000; Robustness - : 1.140; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.312 & Magnesium > 0.141) -> Calcium < 3.433) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 26.255) U[1,2] (SBP <= 35.848)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 5.195 & Creatinine >= 0.136) [Discrimination Score: 0.610; Robustness + : 0.000; Robustness - : -2.553; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 7.484 & HCO3 >= 2.390) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 9.020 | Hct <= 20.905) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 128.228 -> WBC >= 1.153) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 5.099 | Hct <= 30.666) -> WBC >= 0.657) & Platelets >= 27.707) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 6.171 & Potassium <= 4.213) & Magnesium >= 0.248) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 1.537 & Potassium < 1.068) & Magnesium < 1.893) & Phosphate < 4.181) [Discrimination Score: -1.068; Robustness + : 0.000; Robustness - : 1.068; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.208 & Magnesium > 0.180) -> Calcium < 1.702) [Discrimination Score: 1.702; Robustness + : 0.000; Robustness - : -1.702; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 11.087) U[1,2] (SBP <= 115.725)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 13.465 & Creatinine >= 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : -0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 1.783 & HCO3 >= 0.447) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.113 | Hct <= 15.521) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 280.394 -> WBC >= 1.394) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 9.116 | Hct <= 27.367) -> WBC >= 1.222) & Platelets >= 47.930) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 1.985 & Potassium <= 2.839) & Magnesium >= 0.205) [Discrimination Score: 0.205; Robustness + : 0.000; Robustness - : -0.205; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.185 & Potassium < 1.060) & Magnesium < 1.182) & Phosphate < 4.230) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.373 & Magnesium > 0.179) -> Calcium < 5.042) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
