G[0,0](Chloride >= 4.313 & HCO3 >= 0.029) [Discrimination Score: -0.308; Robustness + : -4.198; Robustness - : -3.456; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.344 | Hct <= 23.813) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 244.295 -> WBC >= 0.144) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.099 | Hct <= 17.008) -> WBC >= 0.432) & Platelets >= 9.292) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.164 & Potassium <= 3.271) & Magnesium >= 0.111) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.762 & Potassium < 3.862) & Magnesium < 1.991) & Phosphate < 1.514) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.139 & Magnesium > 0.061) -> Calcium < 7.880) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 75.004) U[0,1] (SBP <= 116.433)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 15.838 & Creatinine >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 2.988 & HCO3 >= 0.467) [Discrimination Score: 4.000; Robustness + : -2.988; Robustness - : -2.988; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 8.072 | Hct <= 22.449) [Discrimination Score: -0.000; Robustness + : 22.449; Robustness - : 22.449; Percent Class + : 0.000; Percent Class - : 1.000]
