G[0,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 10.792 | Hct <= 20.639) [Discrimination Score: -20.639; Robustness + : 0.000; Robustness - : 20.639; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 143.760 -> WBC >= 2.032) [Discrimination Score: 143.760; Robustness + : 0.000; Robustness - : -143.760; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 9.468 | Hct <= 26.955) -> WBC >= 2.329) & Platelets >= 21.657) [Discrimination Score: 26.955; Robustness + : 0.000; Robustness - : -26.955; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 7.456 & Potassium <= 2.033) & Magnesium >= 0.275) [Discrimination Score: 0.275; Robustness + : 0.000; Robustness - : -0.275; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 7.132 & Potassium < 3.451) & Magnesium < 0.735) & Phosphate < 2.053) [Discrimination Score: 0.566; Robustness + : 0.000; Robustness - : -19.418; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.658 & Magnesium > 0.140) -> Calcium < 6.655) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 67.107) U[2,2] (SBP <= 143.406)) [Discrimination Score: -143.406; Robustness + : 0.000; Robustness - : 143.406; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 17.582 & Creatinine >= 0.437) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 7.881 | Hct <= 25.268) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 140.770 -> WBC >= 1.439) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 8.780 | Hct <= 13.436) -> WBC >= 1.827) & Platelets >= 10.227) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 7.536 & Potassium <= 1.856) & Magnesium >= 0.044) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 7.296 & Potassium < 2.806) & Magnesium < 1.114) & Phosphate < 1.218) [Discrimination Score: -1.114; Robustness + : 0.000; Robustness - : 1.114; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.818 & Magnesium > 0.135) -> Calcium < 7.304) [Discrimination Score: 7.304; Robustness + : 0.000; Robustness - : -7.304; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 18.959) U[1,2] (SBP <= 114.489)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 16.538 & Creatinine >= 0.804) [Discrimination Score: 0.804; Robustness + : 0.000; Robustness - : -0.804; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 10.690 | Hct <= 19.904) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 140.661 -> WBC >= 1.796) [Discrimination Score: 140.661; Robustness + : 0.000; Robustness - : -140.661; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.366 | Hct <= 37.282) -> WBC >= 0.447) & Platelets >= 11.672) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 8.468 & Potassium <= 2.932) & Magnesium >= 0.073) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 5.433 & Potassium < 3.282) & Magnesium < 2.184) & Phosphate < 1.814) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.482 & Magnesium > 0.192) -> Calcium < 3.823) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 21.159) U[1,2] (SBP <= 110.104)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 22.603 & Creatinine >= 0.864) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 11.193 | Hct <= 23.070) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 118.001 -> WBC >= 1.815) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.034 | Hct <= 13.357) -> WBC >= 1.832) & Platelets >= 0.621) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
