G[1,1](Chloride >= 5.400 & HCO3 >= 0.394) [Discrimination Score: -9.000; Robustness + : -5.400; Robustness - : -5.400; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 8.298 | Hct <= 33.413) [Discrimination Score: 2.000; Robustness + : 33.413; Robustness - : 33.413; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 69.789 -> WBC >= 0.528) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 2.736 | Hct <= 15.164) -> WBC >= 0.048) & Platelets >= 2.421) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 8.608 & Potassium <= 1.251) & Magnesium >= 0.133) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.766 & Potassium < 4.080) & Magnesium < 1.996) & Phosphate < 1.756) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.052 & Magnesium > 0.018) -> Calcium < 2.953) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 0.932) U[0,2] (SBP <= 152.843)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 1.055 & Creatinine >= 0.038) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 7.053 & HCO3 >= 1.623) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 7.867 | Hct <= 21.815) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 47.297 -> WBC >= 0.351) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 0.996 | Hct <= 14.451) -> WBC >= 0.238) & Platelets >= 0.828) [Discrimination Score: -5.000; Robustness + : -14.451; Robustness - : -14.451; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 4.659 & Potassium <= 2.872) & Magnesium >= 0.105) [Discrimination Score: 0.000; Robustness + : -0.105; Robustness - : -0.105; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 6.716 & Potassium < 4.495) & Magnesium < 1.742) & Phosphate < 3.608) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
