G[1,1](Chloride >= 7.348 & HCO3 >= 2.323) [Discrimination Score: -0.000; Robustness + : -7.348; Robustness - : -7.348; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 5.692 | Hct <= 15.136) [Discrimination Score: -0.500; Robustness + : 15.136; Robustness - : 15.136; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 265.629 -> WBC >= 0.292) [Discrimination Score: 0.500; Robustness + : -265.629; Robustness - : -265.629; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.587 | Hct <= 10.849) -> WBC >= 1.194) & Platelets >= 12.906) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 4.066 & Potassium <= 2.124) & Magnesium >= 0.031) [Discrimination Score: -0.060; Robustness + : -0.043; Robustness - : -0.031; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 7.973 & Potassium < 1.564) & Magnesium < 1.865) & Phosphate < 0.263) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.080 & Magnesium > 0.162) -> Calcium < 8.850) [Discrimination Score: -0.500; Robustness + : -8.850; Robustness - : -8.850; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 50.262) U[0,0] (SBP <= 168.336)) [Discrimination Score: -0.013; Robustness + : 158.592; Robustness - : 159.004; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 31.738 & Creatinine >= 0.058) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 4.917 & HCO3 >= 1.894) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 0.983 | Hct <= 11.728) [Discrimination Score: -0.000; Robustness + : 11.728; Robustness - : 11.728; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 324.281 -> WBC >= 0.615) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 1.269 | Hct <= 19.929) -> WBC >= 0.165) & Platelets >= 20.317) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 2.936 & Potassium <= 3.248) & Magnesium >= 0.230) [Discrimination Score: 4.000; Robustness + : -0.230; Robustness - : -0.230; Percent Class + : 0.000; Percent Class - : 1.000]
