G[2,2](Chloride >= 7.913 & HCO3 >= 1.345) [Discrimination Score: 8908910042479555.000; Robustness + : 0.000; Robustness - : -7.913; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 1.018 | Hct <= 23.842) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 134.640 -> WBC >= 1.597) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 9.755 | Hct <= 4.934) -> WBC >= 0.394) & Platelets >= 1.106) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 3.293 & Potassium <= 0.459) & Magnesium >= 0.143) [Discrimination Score: 0.502; Robustness + : 0.000; Robustness - : -47.256; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 2.498 & Potassium < 3.549) & Magnesium < 1.236) & Phosphate < 0.959) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.193 & Magnesium > 0.115) -> Calcium < 6.219) [Discrimination Score: 1.954; Robustness + : 0.000; Robustness - : -4.952; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 4.292) U[0,0] (SBP <= 131.603)) [Discrimination Score: -6.405; Robustness + : 0.000; Robustness - : 137.466; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 13.951 & Creatinine >= 0.028) [Discrimination Score: 0.510; Robustness + : 0.000; Robustness - : -1.433; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 7.769 & HCO3 >= 1.508) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 7.208 | Hct <= 12.854) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
