G[0,2](Chloride >= 10.219 & HCO3 >= 0.260) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 8.587 | Hct <= 25.619) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 19.503 -> WBC >= 0.177) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 7.387 | Hct <= 13.548) -> WBC >= 0.183) & Platelets >= 5.034) [Discrimination Score: 13.548; Robustness + : 0.000; Robustness - : -13.548; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 2.541 & Potassium <= 4.476) & Magnesium >= 0.007) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 4.085 & Potassium < 2.784) & Magnesium < 0.880) & Phosphate < 2.030) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.075 & Magnesium > 0.012) -> Calcium < 6.448) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 60.117) U[0,0] (SBP <= 115.512)) [Discrimination Score: -5.230; Robustness + : 0.000; Robustness - : 96.969; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 25.330 & Creatinine >= 0.048) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 8.480 & HCO3 >= 1.809) [Discrimination Score: 8.480; Robustness + : 0.000; Robustness - : -8.480; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 1.178 | Hct <= 23.538) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 75.096 -> WBC >= 0.227) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 7.445 | Hct <= 21.323) -> WBC >= 0.248) & Platelets >= 9.445) [Discrimination Score: 21.323; Robustness + : 0.000; Robustness - : -21.323; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.787 & Potassium <= 0.543) & Magnesium >= 0.109) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.515 & Potassium < 3.765) & Magnesium < 0.741) & Phosphate < 0.970) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.259 & Magnesium > 0.114) -> Calcium < 6.115) [Discrimination Score: 6.115; Robustness + : 0.000; Robustness - : -6.115; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 63.811) U[2,2] (SBP <= 118.241)) [Discrimination Score: -118.241; Robustness + : 0.000; Robustness - : 118.241; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 39.982 & Creatinine >= 0.022) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 2.689 & HCO3 >= 1.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 3.460 | Hct <= 7.558) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 59.667 -> WBC >= 0.054) [Discrimination Score: 59.667; Robustness + : 0.000; Robustness - : -59.667; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 6.216 | Hct <= 21.830) -> WBC >= 0.727) & Platelets >= 8.162) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 2.535 & Potassium <= 1.675) & Magnesium >= 0.141) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 3.482 & Potassium < 3.057) & Magnesium < 0.614) & Phosphate < 0.712) [Discrimination Score: -0.614; Robustness + : 0.000; Robustness - : 0.614; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.055 & Magnesium > 0.129) -> Calcium < 1.030) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 62.011) U[0,1] (SBP <= 110.847)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 14.711 & Creatinine >= 0.027) [Discrimination Score: 0.027; Robustness + : 0.000; Robustness - : -0.027; Percent Class + : 1.000; Percent Class - : 0.000]
