G[1,2](Chloride >= 0.434 & HCO3 >= 3.604) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.701 | Hct <= 25.952) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 205.338 -> WBC >= 1.932) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 13.412 | Hct <= 17.485) -> WBC >= 0.371) & Platelets >= 8.742) [Discrimination Score: 17.485; Robustness + : 0.000; Robustness - : -17.485; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 6.074 & Potassium <= 1.625) & Magnesium >= 0.003) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 9.000 & Potassium < 1.387) & Magnesium < 1.284) & Phosphate < 2.472) [Discrimination Score: -1.284; Robustness + : 0.000; Robustness - : 1.284; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.233 & Magnesium > 0.031) -> Calcium < 9.082) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 8.140) U[1,1] (SBP <= 0.000)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 3.484 & Creatinine >= 0.016) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 17.122 & HCO3 >= 2.546) [Discrimination Score: 17.122; Robustness + : 0.000; Robustness - : -17.122; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 6.604 | Hct <= 42.498) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 32.492 -> WBC >= 1.631) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 12.553 | Hct <= 19.384) -> WBC >= 2.221) & Platelets >= 8.887) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 8.242 & Potassium <= 1.570) & Magnesium >= 0.179) [Discrimination Score: 0.974; Robustness + : 0.000; Robustness - : -26.531; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 8.673 & Potassium < 2.660) & Magnesium < 1.267) & Phosphate < 2.506) [Discrimination Score: -1.267; Robustness + : 0.000; Robustness - : 1.267; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.269 & Magnesium > 0.220) -> Calcium < 6.814) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 40.877) U[1,1] (SBP <= 0.000)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 2.038 & Creatinine >= 0.028) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 11.580 & HCO3 >= 4.057) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 6.808 | Hct <= 28.517) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 199.211 -> WBC >= 1.671) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 4.858 | Hct <= 40.868) -> WBC >= 0.454) & Platelets >= 10.728) [Discrimination Score: 40.868; Robustness + : 0.000; Robustness - : -40.868; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 6.088 & Potassium <= 2.105) & Magnesium >= 0.065) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.407 & Potassium < 3.643) & Magnesium < 0.592) & Phosphate < 0.474) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.285 & Magnesium > 0.308) -> Calcium < 4.528) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 6.467) U[0,2] (SBP <= 0.000)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 7.053 & Creatinine >= 0.002) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 17.124 & HCO3 >= 1.754) [Discrimination Score: 3.768; Robustness + : 0.000; Robustness - : -14.849; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.571 | Hct <= 30.804) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 43.175 -> WBC >= 1.094) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 10.075 | Hct <= 41.942) -> WBC >= 1.389) & Platelets >= 18.359) [Discrimination Score: 41.942; Robustness + : 0.000; Robustness - : -41.942; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 7.680 & Potassium <= 2.177) & Magnesium >= 0.129) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 7.143 & Potassium < 3.110) & Magnesium < 0.934) & Phosphate < 1.805) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.090 & Magnesium > 0.042) -> Calcium < 8.540) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 16.033) U[0,2] (SBP <= 0.000)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 3.222 & Creatinine >= 0.040) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 5.622 & HCO3 >= 5.507) [Discrimination Score: 112.910; Robustness + : 0.000; Robustness - : -5.593; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 13.467 | Hct <= 31.687) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 150.743 -> WBC >= 2.030) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 8.913 | Hct <= 16.379) -> WBC >= 2.213) & Platelets >= 8.324) [Discrimination Score: 8.445; Robustness + : 0.000; Robustness - : -17.581; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.477 & Potassium <= 3.255) & Magnesium >= 0.284) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.630 & Potassium < 1.740) & Magnesium < 0.682) & Phosphate < 1.779) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.126 & Magnesium > 0.287) -> Calcium < 6.384) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 37.185) U[0,2] (SBP <= 0.000)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 5.484 & Creatinine >= 0.015) [Discrimination Score: 1.000; Robustness + : 0.000; Robustness - : -42.265; Percent Class + : 1.000; Percent Class - : 0.000]
