G[1,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 10.385 | Hct <= 31.961) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 117.271 -> WBC >= 0.468) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 2.919 | Hct <= 26.452) -> WBC >= 0.708) & Platelets >= 8.821) [Discrimination Score: 26.452; Robustness + : 0.000; Robustness - : -26.452; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 3.960 & Potassium <= 2.053) & Magnesium >= 0.142) [Discrimination Score: 0.142; Robustness + : 0.000; Robustness - : -0.142; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 2.542 & Potassium < 1.192) & Magnesium < 1.630) & Phosphate < 2.222) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.155 & Magnesium > 0.183) -> Calcium < 4.221) [Discrimination Score: 4.221; Robustness + : 0.000; Robustness - : -4.221; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 72.639) U[0,1] (SBP <= 140.219)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 1.438 & Creatinine >= 0.013) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 1.910 | Hct <= 11.075) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 140.889 -> WBC >= 0.046) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 7.028 | Hct <= 16.798) -> WBC >= 0.812) & Platelets >= 11.260) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 3.099 & Potassium <= 2.857) & Magnesium >= 0.134) [Discrimination Score: 0.134; Robustness + : 0.000; Robustness - : -0.134; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 4.302 & Potassium < 2.014) & Magnesium < 0.722) & Phosphate < 1.908) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.252 & Magnesium > 0.064) -> Calcium < 6.702) [Discrimination Score: 6.702; Robustness + : 0.000; Robustness - : -6.702; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 25.179) U[2,2] (SBP <= 162.686)) [Discrimination Score: -162.686; Robustness + : 0.000; Robustness - : 162.686; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 8.977 & Creatinine >= 0.027) [Discrimination Score: 0.579; Robustness + : 0.000; Robustness - : -11.026; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 10.479 | Hct <= 19.699) [Discrimination Score: -1515.831; Robustness + : 0.000; Robustness - : 19.691; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 148.855 -> WBC >= 0.677) [Discrimination Score: 148.855; Robustness + : 0.000; Robustness - : -148.855; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 11.693 | Hct <= 35.439) -> WBC >= 0.207) & Platelets >= 1.233) [Discrimination Score: 35.439; Robustness + : 0.000; Robustness - : -35.439; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 4.104 & Potassium <= 2.263) & Magnesium >= 0.121) [Discrimination Score: 0.580; Robustness + : 0.000; Robustness - : -30.315; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 7.772 & Potassium < 1.895) & Magnesium < 0.278) & Phosphate < 2.235) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.138 & Magnesium > 0.048) -> Calcium < 4.418) [Discrimination Score: 4.418; Robustness + : 0.000; Robustness - : -4.418; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 15.003) U[0,2] (SBP <= 142.734)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 6.576 & Creatinine >= 0.039) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 7.486 | Hct <= 10.962) [Discrimination Score: -10.962; Robustness + : 0.000; Robustness - : 10.962; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 96.760 -> WBC >= 0.849) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 5.913 | Hct <= 17.071) -> WBC >= 0.800) & Platelets >= 17.951) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 3.041 & Potassium <= 3.706) & Magnesium >= 0.002) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 5.927 & Potassium < 2.963) & Magnesium < 1.239) & Phosphate < 1.148) [Discrimination Score: 0.555; Robustness + : 0.000; Robustness - : -28.907; Percent Class + : 0.000; Percent Class - : 1.000]
