G[0,2](Chloride >= 21.555 & HCO3 >= 3.469) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 4.582 | Hct <= 23.036) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 172.963 -> WBC >= 0.897) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 3.206 | Hct <= 11.851) -> WBC >= 1.336) & Platelets >= 30.130) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 3.103 & Potassium <= 2.874) & Magnesium >= 0.102) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.538 & Potassium < 2.323) & Magnesium < 0.600) & Phosphate < 2.287) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.026 & Magnesium > 0.064) -> Calcium < 1.642) [Discrimination Score: 1.642; Robustness + : 0.000; Robustness - : -1.642; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 72.415) U[1,2] (SBP <= 112.681)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 9.691 & Creatinine >= 0.083) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 26.982 & HCO3 >= 1.633) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 5.300 | Hct <= 12.278) [Discrimination Score: -12.278; Robustness + : 0.000; Robustness - : 12.278; Percent Class + : 0.000; Percent Class - : 1.000]
