G[1,1](Chloride >= 3.353 & HCO3 >= 0.232) [Discrimination Score: -1.000; Robustness + : -3.353; Robustness - : -3.353; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 4.695 | Hct <= 24.763) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 185.176 -> WBC >= 0.058) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 7.853 | Hct <= 38.124) -> WBC >= 0.258) & Platelets >= 2.187) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 3.488 & Potassium <= 4.040) & Magnesium >= 0.003) [Discrimination Score: -1.000; Robustness + : -0.003; Robustness - : -0.003; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 7.893 & Potassium < 3.224) & Magnesium < 1.958) & Phosphate < 2.185) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.152 & Magnesium > 0.116) -> Calcium < 7.741) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 18.491) U[0,1] (SBP <= 99.494)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 44.746 & Creatinine >= 0.127) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 3.140 & HCO3 >= 1.408) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 6.275 | Hct <= 13.189) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 188.640 -> WBC >= 0.544) [Discrimination Score: 1.000; Robustness + : -188.640; Robustness - : -188.640; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 2.574 | Hct <= 28.872) -> WBC >= 0.113) & Platelets >= 1.080) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 0.408 & Potassium <= 1.153) & Magnesium >= 0.038) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 6.923 & Potassium < 4.098) & Magnesium < 0.566) & Phosphate < 3.262) [Discrimination Score: 0.000; Robustness + : 0.566; Robustness - : 0.566; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.114 & Magnesium > 0.174) -> Calcium < 7.989) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 21.221) U[0,2] (SBP <= 98.786)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 39.750 & Creatinine >= 0.044) [Discrimination Score: -1.000; Robustness + : -0.044; Robustness - : -0.044; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 1.547 & HCO3 >= 1.311) [Discrimination Score: -1.000; Robustness + : -1.547; Robustness - : -1.547; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 3.638 | Hct <= 8.301) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 78.076 -> WBC >= 0.325) [Discrimination Score: 0.000; Robustness + : -78.076; Robustness - : -78.076; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 11.525 | Hct <= 6.930) -> WBC >= 0.280) & Platelets >= 0.239) [Discrimination Score: 0.000; Robustness + : -11.525; Robustness - : -11.525; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 6.830 & Potassium <= 3.127) & Magnesium >= 0.063) [Discrimination Score: -0.447; Robustness + : -13.580; Robustness - : -0.063; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.426 & Potassium < 1.178) & Magnesium < 1.190) & Phosphate < 2.117) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.086 & Magnesium > 0.109) -> Calcium < 1.099) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 15.648) U[0,2] (SBP <= 100.538)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 28.167 & Creatinine >= 0.176) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 1.838 & HCO3 >= 0.592) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 2.460 | Hct <= 32.056) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 12.330 -> WBC >= 0.092) [Discrimination Score: -1.000; Robustness + : -12.330; Robustness - : -12.330; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.875 | Hct <= 33.028) -> WBC >= 0.399) & Platelets >= 5.477) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 9.031 & Potassium <= 4.596) & Magnesium >= 0.101) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.626 & Potassium < 4.569) & Magnesium < 1.954) & Phosphate < 0.781) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
