G[0,0](Chloride >= 3.414 & HCO3 >= 1.085) [Discrimination Score: -0.500; Robustness + : -3.414; Robustness - : -2.948; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 2.795 | Hct <= 6.992) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 109.386 -> WBC >= 0.073) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.032 | Hct <= 14.526) -> WBC >= 0.208) & Platelets >= 2.695) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.405 & Potassium <= 1.673) & Magnesium >= 0.004) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 2.050 & Potassium < 3.468) & Magnesium < 1.241) & Phosphate < 1.919) [Discrimination Score: 0.000; Robustness + : 1.241; Robustness - : 1.241; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.010 & Magnesium > 0.031) -> Calcium < 0.861) [Discrimination Score: 0.000; Robustness + : -0.861; Robustness - : -0.861; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 42.007) U[1,2] (SBP <= 92.617)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 9.383 & Creatinine >= 0.053) [Discrimination Score: 0.500; Robustness + : -0.053; Robustness - : -3.166; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 1.589 & HCO3 >= 0.715) [Discrimination Score: -0.500; Robustness + : -1.589; Robustness - : -1.414; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 6.619 | Hct <= 11.574) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 281.309 -> WBC >= 0.287) [Discrimination Score: 0.000; Robustness + : -281.309; Robustness - : -281.309; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 2.218 | Hct <= 11.141) -> WBC >= 0.682) & Platelets >= 1.229) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.407 & Potassium <= 0.469) & Magnesium >= 0.046) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 5.017 & Potassium < 1.082) & Magnesium < 1.258) & Phosphate < 1.134) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.089 & Magnesium > 0.040) -> Calcium < 0.749) [Discrimination Score: 0.000; Robustness + : -0.749; Robustness - : -0.749; Percent Class + : 0.000; Percent Class - : 1.000]
