G[0,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 6.210 | Hct <= 11.617) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 202.803 -> WBC >= 0.160) [Discrimination Score: 202.803; Robustness + : 0.000; Robustness - : -202.803; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.676 | Hct <= 33.562) -> WBC >= 0.132) & Platelets >= 3.184) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 1.367 & Potassium <= 1.613) & Magnesium >= 0.054) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 8.222 & Potassium < 2.013) & Magnesium < 1.432) & Phosphate < 0.504) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.372 & Magnesium > 0.058) -> Calcium < 2.800) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 34.853) U[2,2] (SBP <= 116.509)) [Discrimination Score: -116.509; Robustness + : 0.000; Robustness - : 116.509; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 27.445 & Creatinine >= 0.039) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 2.316 | Hct <= 31.123) [Discrimination Score: -512.819; Robustness + : 0.000; Robustness - : 31.088; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 242.792 -> WBC >= 0.482) [Discrimination Score: 242.792; Robustness + : 0.000; Robustness - : -242.792; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.672 | Hct <= 4.887) -> WBC >= 0.273) & Platelets >= 1.778) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.777 & Potassium <= 2.994) & Magnesium >= 0.136) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 7.747 & Potassium < 1.542) & Magnesium < 1.211) & Phosphate < 2.105) [Discrimination Score: -1.211; Robustness + : 0.000; Robustness - : 1.211; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.244 & Magnesium > 0.100) -> Calcium < 7.113) [Discrimination Score: 1.700; Robustness + : 0.000; Robustness - : -5.310; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 22.052) U[2,2] (SBP <= 113.282)) [Discrimination Score: -113.282; Robustness + : 0.000; Robustness - : 113.282; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 21.988 & Creatinine >= 0.046) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 9.270 | Hct <= 9.347) [Discrimination Score: -9.347; Robustness + : 0.000; Robustness - : 9.347; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 167.347 -> WBC >= 0.927) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 3.799 | Hct <= 16.398) -> WBC >= 0.412) & Platelets >= 13.120) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 7.622 & Potassium <= 1.831) & Magnesium >= 0.145) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 1.204 & Potassium < 1.998) & Magnesium < 1.662) & Phosphate < 3.241) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.131 & Magnesium > 0.123) -> Calcium < 6.176) [Discrimination Score: 6.176; Robustness + : 0.000; Robustness - : -6.176; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 51.703) U[1,1] (SBP <= 111.369)) [Discrimination Score: -111.369; Robustness + : 0.000; Robustness - : 111.369; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 34.566 & Creatinine >= 0.003) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 3.285 | Hct <= 20.988) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 47.565 -> WBC >= 0.234) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 8.635 | Hct <= 18.113) -> WBC >= 1.114) & Platelets >= 15.389) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 3.314 & Potassium <= 2.436) & Magnesium >= 0.004) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 0.951 & Potassium < 2.023) & Magnesium < 0.500) & Phosphate < 3.423) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.213 & Magnesium > 0.051) -> Calcium < 2.572) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 37.914) U[0,2] (SBP <= 121.775)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 11.266 & Creatinine >= 0.037) [Discrimination Score: 0.037; Robustness + : 0.000; Robustness - : -0.037; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 9.311 | Hct <= 17.841) [Discrimination Score: -293.726; Robustness + : 0.000; Robustness - : 17.806; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 289.293 -> WBC >= 0.670) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.718 | Hct <= 7.143) -> WBC >= 1.129) & Platelets >= 10.757) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 2.804 & Potassium <= 1.389) & Magnesium >= 0.003) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 1.388 & Potassium < 0.995) & Magnesium < 1.560) & Phosphate < 3.635) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.049 & Magnesium > 0.050) -> Calcium < 1.410) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
