G[0,2](Chloride >= 10.296 & HCO3 >= 2.413) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.272 | Hct <= 16.622) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 15.827 -> WBC >= 1.461) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.412 | Hct <= 22.630) -> WBC >= 2.739) & Platelets >= 4.373) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 3.728 & Potassium <= 2.076) & Magnesium >= 0.186) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 1.264 & Potassium < 2.059) & Magnesium < 1.918) & Phosphate < 6.277) [Discrimination Score: -1.264; Robustness + : 0.000; Robustness - : 1.264; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.603 & Magnesium > 0.100) -> Calcium < 2.528) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 16.706) U[1,1] (SBP <= 81.575)) [Discrimination Score: -81.575; Robustness + : 0.000; Robustness - : 81.575; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 7.590 & Creatinine >= 0.121) [Discrimination Score: 0.121; Robustness + : 0.000; Robustness - : -0.121; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 8.293 & HCO3 >= 1.675) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 7.388 | Hct <= 22.315) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 17.637 -> WBC >= 2.588) [Discrimination Score: 17.637; Robustness + : 0.000; Robustness - : -17.637; Percent Class + : 1.000; Percent Class - : 0.000]
