G[2,2](Chloride >= 16.528 & HCO3 >= 2.244) [Discrimination Score: 16.528; Robustness + : 0.000; Robustness - : -16.528; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 1.921 | Hct <= 9.156) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 224.364 -> WBC >= 0.755) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 8.025 | Hct <= 3.154) -> WBC >= 1.323) & Platelets >= 30.751) [Discrimination Score: 30.751; Robustness + : 0.000; Robustness - : -30.751; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 1.986 & Potassium <= 0.973) & Magnesium >= 0.068) [Discrimination Score: 0.068; Robustness + : 0.000; Robustness - : -0.068; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 4.632 & Potassium < 3.348) & Magnesium < 1.181) & Phosphate < 2.756) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.234 & Magnesium > 0.004) -> Calcium < 6.536) [Discrimination Score: 7358921877226211.000; Robustness + : 0.000; Robustness - : -6.536; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 32.409) U[1,1] (SBP <= 79.363)) [Discrimination Score: -79.363; Robustness + : 0.000; Robustness - : 79.363; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 6.188 & Creatinine >= 0.092) [Discrimination Score: -0.463; Robustness + : 0.000; Robustness - : 1.164; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 17.177 & HCO3 >= 2.081) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 4.222 | Hct <= 17.724) [Discrimination Score: -17.724; Robustness + : 0.000; Robustness - : 17.724; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 40.937 -> WBC >= 0.204) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 7.647 | Hct <= 28.680) -> WBC >= 0.526) & Platelets >= 10.093) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 3.388 & Potassium <= 4.604) & Magnesium >= 0.059) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 1.614 & Potassium < 2.561) & Magnesium < 1.163) & Phosphate < 2.901) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.044 & Magnesium > 0.112) -> Calcium < 7.496) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 35.803) U[1,2] (SBP <= 73.437)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 16.200 & Creatinine >= 0.078) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 7.060 & HCO3 >= 2.308) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 3.569 | Hct <= 20.475) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 61.224 -> WBC >= 1.169) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 3.027 | Hct <= 28.659) -> WBC >= 1.073) & Platelets >= 16.260) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 8.151 & Potassium <= 4.016) & Magnesium >= 0.096) [Discrimination Score: 0.096; Robustness + : 0.000; Robustness - : -0.096; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 1.100 & Potassium < 3.311) & Magnesium < 0.832) & Phosphate < 4.105) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.059 & Magnesium > 0.078) -> Calcium < 0.925) [Discrimination Score: 0.925; Robustness + : 0.000; Robustness - : -0.925; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 27.397) U[0,2] (SBP <= 92.503)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 13.317 & Creatinine >= 0.202) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 17.122 & HCO3 >= 0.801) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 8.797 | Hct <= 27.331) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 92.522 -> WBC >= 1.017) [Discrimination Score: 92.522; Robustness + : 0.000; Robustness - : -92.522; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 8.332 | Hct <= 4.792) -> WBC >= 0.021) & Platelets >= 9.240) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.471 & Potassium <= 2.130) & Magnesium >= 0.063) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 5.104 & Potassium < 4.801) & Magnesium < 0.812) & Phosphate < 2.491) [Discrimination Score: -7311307940267798.000; Robustness + : 0.000; Robustness - : 0.812; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.164 & Magnesium > 0.127) -> Calcium < 4.355) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 11.890) U[0,2] (SBP <= 79.811)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 19.221 & Creatinine >= 0.139) [Discrimination Score: 0.139; Robustness + : 0.000; Robustness - : -0.139; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 17.607 & HCO3 >= 4.667) [Discrimination Score: 17.607; Robustness + : 0.000; Robustness - : -17.607; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 8.588 | Hct <= 21.792) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 34.973 -> WBC >= 0.010) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 2.897 | Hct <= 14.038) -> WBC >= 1.087) & Platelets >= 19.831) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 8.585 & Potassium <= 5.208) & Magnesium >= 0.011) [Discrimination Score: 0.011; Robustness + : 0.000; Robustness - : -0.011; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 6.940 & Potassium < 1.365) & Magnesium < 1.285) & Phosphate < 2.211) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.274 & Magnesium > 0.127) -> Calcium < 8.484) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 31.346) U[0,1] (SBP <= 68.997)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 21.330 & Creatinine >= 0.003) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 15.235 & HCO3 >= 2.055) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 2.348 | Hct <= 29.265) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 158.563 -> WBC >= 0.195) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 7.330 | Hct <= 16.954) -> WBC >= 0.711) & Platelets >= 4.846) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
