G[1,1](Chloride >= 4.257 & HCO3 >= 0.595) [Discrimination Score: -0.000; Robustness + : -4.257; Robustness - : -4.257; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.929 | Hct <= 22.888) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 312.813 -> WBC >= 0.811) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 3.520 | Hct <= 9.027) -> WBC >= 0.512) & Platelets >= 19.858) [Discrimination Score: -4.000; Robustness + : -19.858; Robustness - : -19.858; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 1.956 & Potassium <= 3.375) & Magnesium >= 0.012) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.731 & Potassium < 1.760) & Magnesium < 1.127) & Phosphate < 2.123) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.204 & Magnesium > 0.082) -> Calcium < 7.035) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 81.142) U[1,2] (SBP <= 125.417)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 6.664 & Creatinine >= 0.012) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 3.656 & HCO3 >= 1.003) [Discrimination Score: -13.000; Robustness + : -3.656; Robustness - : -3.656; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.394 | Hct <= 11.228) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 314.997 -> WBC >= 0.648) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 4.245 | Hct <= 22.689) -> WBC >= 0.042) & Platelets >= 22.093) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 8.181 & Potassium <= 3.946) & Magnesium >= 0.091) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 1.008 & Potassium < 4.058) & Magnesium < 2.045) & Phosphate < 3.430) [Discrimination Score: 4.000; Robustness + : 1.008; Robustness - : 1.008; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.009 & Magnesium > 0.005) -> Calcium < 1.436) [Discrimination Score: 0.133; Robustness + : -1.415; Robustness - : -1.436; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 77.769) U[1,1] (SBP <= 123.011)) [Discrimination Score: -4.500; Robustness + : 123.011; Robustness - : 123.011; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 17.652 & Creatinine >= 0.002) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 1.991 & HCO3 >= 1.114) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 1.684 | Hct <= 28.327) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 182.733 -> WBC >= 0.400) [Discrimination Score: 0.000; Robustness + : -182.733; Robustness - : -182.733; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 1.508 | Hct <= 8.942) -> WBC >= 0.584) & Platelets >= 23.632) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 9.178 & Potassium <= 2.840) & Magnesium >= 0.068) [Discrimination Score: 10.000; Robustness + : -0.068; Robustness - : -0.068; Percent Class + : 0.000; Percent Class - : 1.000]
