G[1,1](Chloride >= 22.862 & HCO3 >= 0.176) [Discrimination Score: 22.862; Robustness + : 0.000; Robustness - : -22.862; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 3.630 | Hct <= 33.178) [Discrimination Score: -33.178; Robustness + : 0.000; Robustness - : 33.178; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 37.455 -> WBC >= 0.458) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.451 | Hct <= 37.956) -> WBC >= 0.422) & Platelets >= 1.557) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 0.845 & Potassium <= 2.532) & Magnesium >= 0.381) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 5.326 & Potassium < 1.149) & Magnesium < 0.856) & Phosphate < 2.753) [Discrimination Score: -0.856; Robustness + : 0.000; Robustness - : 0.856; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.150 & Magnesium > 0.006) -> Calcium < 3.924) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 56.771) U[2,2] (SBP <= 124.935)) [Discrimination Score: -8791538195882333.000; Robustness + : 0.000; Robustness - : 124.935; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 28.043 & Creatinine >= 0.076) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 14.111 & HCO3 >= 2.878) [Discrimination Score: 5.479; Robustness + : 0.000; Robustness - : -12.931; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 4.297 | Hct <= 21.281) [Discrimination Score: -21.281; Robustness + : 0.000; Robustness - : 21.281; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 80.118 -> WBC >= 0.008) [Discrimination Score: 80.118; Robustness + : 0.000; Robustness - : -80.118; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 3.216 | Hct <= 9.026) -> WBC >= 0.927) & Platelets >= 6.494) [Discrimination Score: 9.026; Robustness + : 0.000; Robustness - : -9.026; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.350 & Potassium <= 3.275) & Magnesium >= 0.189) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 3.994 & Potassium < 1.942) & Magnesium < 1.843) & Phosphate < 0.361) [Discrimination Score: 0.492; Robustness + : 0.000; Robustness - : -21.312; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.230 & Magnesium > 0.185) -> Calcium < 4.466) [Discrimination Score: 4.466; Robustness + : 0.000; Robustness - : -4.466; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 38.724) U[0,0] (SBP <= 116.166)) [Discrimination Score: -14.874; Robustness + : 0.000; Robustness - : 112.388; Percent Class + : 0.000; Percent Class - : 1.000]
