G[1,1](Chloride >= 11.339 & HCO3 >= 1.102) [Discrimination Score: -0.000; Robustness + : -11.339; Robustness - : -11.339; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 6.109 | Hct <= 17.845) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 256.954 -> WBC >= 1.104) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 4.096 | Hct <= 19.967) -> WBC >= 2.468) & Platelets >= 13.517) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.214 & Potassium <= 0.519) & Magnesium >= 0.153) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 1.187 & Potassium < 4.372) & Magnesium < 1.561) & Phosphate < 3.743) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.092 & Magnesium > 0.026) -> Calcium < 1.154) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 22.841) U[2,2] (SBP <= 86.609)) [Discrimination Score: 0.000; Robustness + : 86.609; Robustness - : 86.609; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 18.131 & Creatinine >= 0.015) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 7.423 & HCO3 >= 2.166) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 1.200 | Hct <= 30.399) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 648.029 -> WBC >= 0.820) [Discrimination Score: 0.000; Robustness + : -648.029; Robustness - : -648.029; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 2.539 | Hct <= 9.779) -> WBC >= 1.538) & Platelets >= 9.891) [Discrimination Score: 0.000; Robustness + : -9.891; Robustness - : -9.891; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 1.445 & Potassium <= 0.869) & Magnesium >= 0.107) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.073 & Potassium < 2.593) & Magnesium < 1.199) & Phosphate < 2.404) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.267 & Magnesium > 0.011) -> Calcium < 4.472) [Discrimination Score: 0.000; Robustness + : -4.472; Robustness - : -4.472; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 9.401) U[0,0] (SBP <= 100.895)) [Discrimination Score: -0.642; Robustness + : 89.529; Robustness - : 106.099; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 2.619 & Creatinine >= 0.031) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 6.776 & HCO3 >= 0.866) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 1.485 | Hct <= 29.427) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 301.772 -> WBC >= 3.484) [Discrimination Score: -0.000; Robustness + : -301.772; Robustness - : -301.772; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 6.753 | Hct <= 30.039) -> WBC >= 0.529) & Platelets >= 54.266) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 5.605 & Potassium <= 2.969) & Magnesium >= 0.145) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 4.142 & Potassium < 1.513) & Magnesium < 0.942) & Phosphate < 4.027) [Discrimination Score: -1.000; Robustness + : 0.942; Robustness - : 0.942; Percent Class + : 0.000; Percent Class - : 1.000]
