G[0,0](Chloride >= 1.240 & HCO3 >= 0.885) [Discrimination Score: -0.207; Robustness + : -1.450; Robustness - : -1.169; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 9.372 | Hct <= 17.159) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 63.897 -> WBC >= 0.017) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 2.376 | Hct <= 15.574) -> WBC >= 0.027) & Platelets >= 0.250) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 1.333 & Potassium <= 1.912) & Magnesium >= 0.111) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 6.729 & Potassium < 2.043) & Magnesium < 0.914) & Phosphate < 2.334) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.243 & Magnesium > 0.118) -> Calcium < 5.681) [Discrimination Score: -0.179; Robustness + : -5.217; Robustness - : -4.521; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 4.423) U[1,1] (SBP <= 170.750)) [Discrimination Score: 0.000; Robustness + : 170.750; Robustness - : 170.750; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 10.626 & Creatinine >= 0.093) [Discrimination Score: -1.000; Robustness + : -0.093; Robustness - : -0.093; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 7.872 & HCO3 >= 0.743) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 6.800 | Hct <= 10.330) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 61.758 -> WBC >= 0.008) [Discrimination Score: -1.000; Robustness + : -61.758; Robustness - : -61.758; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 5.181 | Hct <= 24.362) -> WBC >= 0.031) & Platelets >= 2.773) [Discrimination Score: 0.178; Robustness + : -24.979; Robustness - : -26.004; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 6.172 & Potassium <= 1.901) & Magnesium >= 0.093) [Discrimination Score: 0.290; Robustness + : -13.322; Robustness - : -64.640; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.368 & Potassium < 3.427) & Magnesium < 1.491) & Phosphate < 3.723) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.006 & Magnesium > 0.123) -> Calcium < 1.011) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 46.830) U[1,2] (SBP <= 94.025)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 8.620 & Creatinine >= 0.150) [Discrimination Score: 0.081; Robustness + : -3.673; Robustness - : -5.596; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 6.247 & HCO3 >= 0.783) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 7.658 | Hct <= 9.016) [Discrimination Score: 0.000; Robustness + : 9.016; Robustness - : 9.016; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 6.337 -> WBC >= 0.030) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
