G[1,1](Chloride >= 3.009 & HCO3 >= 0.044) [Discrimination Score: -3.000; Robustness + : -3.009; Robustness - : -3.009; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 8.744 | Hct <= 14.591) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 54.159 -> WBC >= 0.431) [Discrimination Score: 0.000; Robustness + : -54.159; Robustness - : -54.159; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 10.356 | Hct <= 23.169) -> WBC >= 0.145) & Platelets >= 0.592) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 5.596 & Potassium <= 2.785) & Magnesium >= 0.120) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 5.179 & Potassium < 2.468) & Magnesium < 1.050) & Phosphate < 2.055) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.064 & Magnesium > 0.115) -> Calcium < 7.101) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 26.187) U[1,2] (SBP <= 109.277)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 1.825 & Creatinine >= 0.014) [Discrimination Score: 0.167; Robustness + : 0.035; Robustness - : -0.014; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 1.392 & HCO3 >= 0.796) [Discrimination Score: -0.000; Robustness + : -1.392; Robustness - : -1.392; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 1.072 | Hct <= 20.761) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 39.891 -> WBC >= 0.338) [Discrimination Score: 2.500; Robustness + : -39.891; Robustness - : -39.891; Percent Class + : 1.000; Percent Class - : 0.000]
