G[0,0](Chloride >= 6.075 & HCO3 >= 3.645) [Discrimination Score: 6.075; Robustness + : 0.000; Robustness - : -6.075; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.510 | Hct <= 7.435) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 35.490 -> WBC >= 0.146) [Discrimination Score: 35.490; Robustness + : 0.000; Robustness - : -35.490; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 9.509 | Hct <= 18.156) -> WBC >= 0.398) & Platelets >= 3.503) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 5.925 & Potassium <= 3.380) & Magnesium >= 0.340) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 8.297 & Potassium < 2.900) & Magnesium < 2.046) & Phosphate < 0.554) [Discrimination Score: -0.554; Robustness + : 0.000; Robustness - : 0.554; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.097 & Magnesium > 0.177) -> Calcium < 2.972) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 14.522) U[0,2] (SBP <= 76.490)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 12.902 & Creatinine >= 0.026) [Discrimination Score: 0.026; Robustness + : 0.000; Robustness - : -0.026; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 18.601 & HCO3 >= 1.698) [Discrimination Score: 18.601; Robustness + : 0.000; Robustness - : -18.601; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 6.405 | Hct <= 26.306) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 86.379 -> WBC >= 1.120) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 2.394 | Hct <= 29.432) -> WBC >= 1.226) & Platelets >= 1.208) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.925 & Potassium <= 1.892) & Magnesium >= 0.289) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 1.252 & Potassium < 2.971) & Magnesium < 1.016) & Phosphate < 0.575) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
