G[0,1](Chloride >= 9.651 & HCO3 >= 1.268) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 13.192 | Hct <= 30.272) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 181.789 -> WBC >= 0.466) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 7.279 | Hct <= 24.648) -> WBC >= 0.284) & Platelets >= 12.765) [Discrimination Score: 2.939; Robustness + : 0.000; Robustness - : -29.701; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 3.403 & Potassium <= 1.145) & Magnesium >= 0.116) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 5.904 & Potassium < 1.338) & Magnesium < 1.023) & Phosphate < 3.550) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.352 & Magnesium > 0.071) -> Calcium < 2.499) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 10.768) U[2,2] (SBP <= 110.476)) [Discrimination Score: -110.476; Robustness + : 0.000; Robustness - : 110.476; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 27.342 & Creatinine >= 0.259) [Discrimination Score: 0.259; Robustness + : 0.000; Robustness - : -0.259; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 2.709 & HCO3 >= 0.200) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 2.426 | Hct <= 19.863) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 215.461 -> WBC >= 0.435) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 14.162 | Hct <= 7.797) -> WBC >= 0.218) & Platelets >= 14.707) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 6.116 & Potassium <= 3.477) & Magnesium >= 0.050) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 5.338 & Potassium < 3.851) & Magnesium < 1.111) & Phosphate < 3.705) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.042 & Magnesium > 0.085) -> Calcium < 1.480) [Discrimination Score: 1.480; Robustness + : 0.000; Robustness - : -1.480; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 4.274) U[0,1] (SBP <= 98.390)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 7.618 & Creatinine >= 0.184) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 0.068 & HCO3 >= 0.511) [Discrimination Score: 0.511; Robustness + : 0.000; Robustness - : -0.511; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 9.550 | Hct <= 25.826) [Discrimination Score: -25.826; Robustness + : 0.000; Robustness - : 25.826; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 210.385 -> WBC >= 0.059) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 6.242 | Hct <= 43.889) -> WBC >= 0.432) & Platelets >= 8.219) [Discrimination Score: 43.889; Robustness + : 0.000; Robustness - : -43.889; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.181 & Potassium <= 1.134) & Magnesium >= 0.072) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.057 & Potassium < 3.154) & Magnesium < 0.548) & Phosphate < 2.273) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.371 & Magnesium > 0.027) -> Calcium < 3.619) [Discrimination Score: 8150253327312947.000; Robustness + : 0.000; Robustness - : -3.619; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 18.897) U[0,1] (SBP <= 101.307)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 17.001 & Creatinine >= 0.279) [Discrimination Score: 0.279; Robustness + : 0.000; Robustness - : -0.279; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 1.714 & HCO3 >= 1.730) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 2.736 | Hct <= 39.891) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 67.481 -> WBC >= 0.321) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 6.243 | Hct <= 28.399) -> WBC >= 0.328) & Platelets >= 11.418) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 3.202 & Potassium <= 1.956) & Magnesium >= 0.065) [Discrimination Score: 0.065; Robustness + : 0.000; Robustness - : -0.065; Percent Class + : 0.000; Percent Class - : 1.000]
