G[2,2](Chloride >= 15.035 & HCO3 >= 3.393) [Discrimination Score: -2.000; Robustness + : -15.035; Robustness - : -15.035; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 8.875 | Hct <= 8.390) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 565.393 -> WBC >= 1.698) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.145 | Hct <= 19.664) -> WBC >= 1.323) & Platelets >= 14.394) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 3.514 & Potassium <= 1.587) & Magnesium >= 0.296) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 3.105 & Potassium < 0.941) & Magnesium < 1.677) & Phosphate < 0.777) [Discrimination Score: -3.000; Robustness + : 0.777; Robustness - : 0.777; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.025 & Magnesium > 0.339) -> Calcium < 2.553) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 14.835) U[1,2] (SBP <= 106.676)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 10.778 & Creatinine >= 0.017) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 15.024 & HCO3 >= 0.608) [Discrimination Score: 0.189; Robustness + : -14.738; Robustness - : -15.024; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.032 | Hct <= 9.740) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 451.883 -> WBC >= 2.072) [Discrimination Score: -1.000; Robustness + : -451.883; Robustness - : -451.883; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 7.289 | Hct <= 6.697) -> WBC >= 2.558) & Platelets >= 4.241) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 3.210 & Potassium <= 2.472) & Magnesium >= 0.060) [Discrimination Score: -1.667; Robustness + : -0.060; Robustness - : -0.060; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 8.458 & Potassium < 1.452) & Magnesium < 2.745) & Phosphate < 1.350) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.107 & Magnesium > 0.084) -> Calcium < 5.869) [Discrimination Score: -2.000; Robustness + : -5.869; Robustness - : -5.869; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 64.582) U[2,2] (SBP <= 119.169)) [Discrimination Score: -1.667; Robustness + : 119.169; Robustness - : 119.169; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 13.944 & Creatinine >= 0.038) [Discrimination Score: 0.000; Robustness + : -0.038; Robustness - : -0.038; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 8.045 & HCO3 >= 2.621) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 9.478 | Hct <= 5.024) [Discrimination Score: 0.000; Robustness + : 9.478; Robustness - : 9.478; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 104.483 -> WBC >= 1.675) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 2.471 | Hct <= 33.633) -> WBC >= 1.187) & Platelets >= 18.254) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 0.842 & Potassium <= 2.437) & Magnesium >= 0.355) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 2.781 & Potassium < 4.495) & Magnesium < 0.512) & Phosphate < 0.445) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.107 & Magnesium > 0.039) -> Calcium < 7.144) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 17.878) U[1,2] (SBP <= 126.530)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 13.510 & Creatinine >= 0.005) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 14.326 & HCO3 >= 3.711) [Discrimination Score: -1.000; Robustness + : -14.326; Robustness - : -14.326; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 3.827 | Hct <= 18.062) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 555.179 -> WBC >= 1.543) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 10.021 | Hct <= 22.436) -> WBC >= 0.585) & Platelets >= 19.436) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 8.391 & Potassium <= 2.876) & Magnesium >= 0.332) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 0.977 & Potassium < 4.438) & Magnesium < 1.272) & Phosphate < 0.548) [Discrimination Score: -3.000; Robustness + : 0.548; Robustness - : 0.548; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.081 & Magnesium > 0.340) -> Calcium < 1.010) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 61.550) U[0,2] (SBP <= 111.808)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 6.588 & Creatinine >= 0.015) [Discrimination Score: 3.000; Robustness + : -0.015; Robustness - : -0.015; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 17.005 & HCO3 >= 2.240) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 3.705 | Hct <= 17.490) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 187.696 -> WBC >= 1.570) [Discrimination Score: 1.000; Robustness + : -187.696; Robustness - : -187.696; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 2.561 | Hct <= 18.208) -> WBC >= 2.462) & Platelets >= 11.367) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 8.383 & Potassium <= 2.401) & Magnesium >= 0.139) [Discrimination Score: 0.436; Robustness + : 0.160; Robustness - : -0.139; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 0.879 & Potassium < 0.765) & Magnesium < 2.732) & Phosphate < 1.820) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.026 & Magnesium > 0.339) -> Calcium < 4.549) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 6.224) U[0,1] (SBP <= 126.162)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 4.062 & Creatinine >= 0.002) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 17.411 & HCO3 >= 2.459) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 5.291 | Hct <= 4.704) [Discrimination Score: 0.667; Robustness + : 5.291; Robustness - : 5.291; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 160.469 -> WBC >= 1.788) [Discrimination Score: 1.000; Robustness + : -160.469; Robustness - : -160.469; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.292 | Hct <= 13.171) -> WBC >= 1.375) & Platelets >= 16.650) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 1.065 & Potassium <= 3.133) & Magnesium >= 0.066) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.227 & Potassium < 2.409) & Magnesium < 2.622) & Phosphate < 3.469) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
