G[1,1](Chloride >= 8.751 & HCO3 >= 2.654) [Discrimination Score: -6.000; Robustness + : -8.751; Robustness - : -8.751; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 3.559 | Hct <= 38.989) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 111.521 -> WBC >= 0.644) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 2.364 | Hct <= 33.421) -> WBC >= 0.435) & Platelets >= 4.373) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 8.453 & Potassium <= 2.341) & Magnesium >= 0.201) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 6.243 & Potassium < 1.408) & Magnesium < 1.626) & Phosphate < 7.149) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.463 & Magnesium > 0.341) -> Calcium < 1.694) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 12.019) U[0,0] (SBP <= 0.000)) [Discrimination Score: -0.072; Robustness + : -3.784; Robustness - : -3.005; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 101.338 & Creatinine >= 0.186) [Discrimination Score: 7.000; Robustness + : -0.186; Robustness - : -0.186; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 2.303 & HCO3 >= 0.287) [Discrimination Score: -0.089; Robustness + : -2.412; Robustness - : -2.303; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 2.768 | Hct <= 20.245) [Discrimination Score: 2.000; Robustness + : 20.245; Robustness - : 20.245; Percent Class + : 0.000; Percent Class - : 1.000]
