G[1,1](Chloride >= 8.768 & HCO3 >= 0.474) [Discrimination Score: 8.768; Robustness + : 0.000; Robustness - : -8.768; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 7.608 | Hct <= 19.540) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 100.259 -> WBC >= 3.664) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 8.983 | Hct <= 26.847) -> WBC >= 1.879) & Platelets >= 9.410) [Discrimination Score: 3.915; Robustness + : 0.000; Robustness - : -31.491; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.558 & Potassium <= 3.826) & Magnesium >= 0.010) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.462 & Potassium < 3.944) & Magnesium < 1.813) & Phosphate < 2.574) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.206 & Magnesium > 0.214) -> Calcium < 7.516) [Discrimination Score: 7.516; Robustness + : 0.000; Robustness - : -7.516; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 54.599) U[0,0] (SBP <= 122.129)) [Discrimination Score: -195.829; Robustness + : 0.000; Robustness - : 84.229; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 14.717 & Creatinine >= 0.110) [Discrimination Score: -0.560; Robustness + : 0.000; Robustness - : 3.597; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 8.005 & HCO3 >= 0.082) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 8.789 | Hct <= 21.843) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 127.955 -> WBC >= 4.505) [Discrimination Score: 127.955; Robustness + : 0.000; Robustness - : -127.955; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 8.493 | Hct <= 18.801) -> WBC >= 3.866) & Platelets >= 15.740) [Discrimination Score: 18.801; Robustness + : 0.000; Robustness - : -18.801; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 1.573 & Potassium <= 2.513) & Magnesium >= 0.147) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.274 & Potassium < 2.589) & Magnesium < 1.410) & Phosphate < 1.024) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.228 & Magnesium > 0.210) -> Calcium < 4.653) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 20.804) U[0,2] (SBP <= 140.707)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 46.701 & Creatinine >= 0.004) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 7.133 & HCO3 >= 1.652) [Discrimination Score: 7.133; Robustness + : 0.000; Robustness - : -7.133; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 8.736 | Hct <= 13.049) [Discrimination Score: -13.049; Robustness + : 0.000; Robustness - : 13.049; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 125.942 -> WBC >= 2.349) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 11.071 | Hct <= 17.908) -> WBC >= 1.955) & Platelets >= 28.519) [Discrimination Score: 28.519; Robustness + : 0.000; Robustness - : -28.519; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 3.336 & Potassium <= 3.767) & Magnesium >= 0.163) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 6.423 & Potassium < 5.137) & Magnesium < 1.263) & Phosphate < 1.091) [Discrimination Score: -1.091; Robustness + : 0.000; Robustness - : 1.091; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.158 & Magnesium > 0.007) -> Calcium < 3.060) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 45.051) U[1,2] (SBP <= 128.333)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 41.604 & Creatinine >= 0.147) [Discrimination Score: 0.147; Robustness + : 0.000; Robustness - : -0.147; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 3.999 & HCO3 >= 1.576) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 5.686 | Hct <= 31.828) [Discrimination Score: -31.828; Robustness + : 0.000; Robustness - : 31.828; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 60.043 -> WBC >= 3.331) [Discrimination Score: 60.043; Robustness + : 0.000; Robustness - : -60.043; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.757 | Hct <= 24.613) -> WBC >= 3.713) & Platelets >= 17.503) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 4.381 & Potassium <= 5.409) & Magnesium >= 0.152) [Discrimination Score: 0.152; Robustness + : 0.000; Robustness - : -0.152; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 4.606 & Potassium < 2.510) & Magnesium < 1.258) & Phosphate < 2.288) [Discrimination Score: -1.258; Robustness + : 0.000; Robustness - : 1.258; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.222 & Magnesium > 0.076) -> Calcium < 3.695) [Discrimination Score: 3.695; Robustness + : 0.000; Robustness - : -3.695; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 17.666) U[1,2] (SBP <= 110.185)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 39.915 & Creatinine >= 0.001) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 4.043 & HCO3 >= 1.152) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.557 | Hct <= 27.551) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 38.878 -> WBC >= 3.035) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 8.787 | Hct <= 28.847) -> WBC >= 2.135) & Platelets >= 8.683) [Discrimination Score: 28.847; Robustness + : 0.000; Robustness - : -28.847; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 5.872 & Potassium <= 4.046) & Magnesium >= 0.046) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 7.701 & Potassium < 4.581) & Magnesium < 1.581) & Phosphate < 2.735) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.277 & Magnesium > 0.143) -> Calcium < 0.898) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 35.476) U[0,1] (SBP <= 123.866)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 8.259 & Creatinine >= 0.172) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 2.039 & HCO3 >= 1.742) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.156 | Hct <= 18.613) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 153.818 -> WBC >= 0.893) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 9.568 | Hct <= 12.028) -> WBC >= 1.589) & Platelets >= 8.434) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.119 & Potassium <= 5.408) & Magnesium >= 0.191) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.882 & Potassium < 4.442) & Magnesium < 1.972) & Phosphate < 3.458) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.180 & Magnesium > 0.066) -> Calcium < 5.852) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 1.358) U[1,2] (SBP <= 115.844)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 22.672 & Creatinine >= 0.001) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 6.271 & HCO3 >= 1.862) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 3.491 | Hct <= 25.631) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 84.579 -> WBC >= 2.322) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 11.272 | Hct <= 10.400) -> WBC >= 4.149) & Platelets >= 32.144) [Discrimination Score: 7.322; Robustness + : 0.000; Robustness - : -34.896; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 6.683 & Potassium <= 4.160) & Magnesium >= 0.146) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.911 & Potassium < 2.233) & Magnesium < 0.961) & Phosphate < 0.664) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.142 & Magnesium > 0.137) -> Calcium < 0.900) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 39.377) U[0,1] (SBP <= 111.835)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 26.281 & Creatinine >= 0.059) [Discrimination Score: 0.059; Robustness + : 0.000; Robustness - : -0.059; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 10.229 & HCO3 >= 0.548) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 4.029 | Hct <= 22.240) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 190.753 -> WBC >= 2.721) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 9.058 | Hct <= 23.656) -> WBC >= 3.907) & Platelets >= 3.576) [Discrimination Score: 23.656; Robustness + : 0.000; Robustness - : -23.656; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.955 & Potassium <= 3.713) & Magnesium >= 0.212) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
