G[0,0](Chloride >= 3.389 & HCO3 >= 0.892) [Discrimination Score: 3.884; Robustness + : 0.000; Robustness - : -3.890; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 4.691 | Hct <= 18.212) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 10.425 -> WBC >= 0.178) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 5.175 | Hct <= 25.731) -> WBC >= 0.160) & Platelets >= 0.243) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 3.927 & Potassium <= 1.370) & Magnesium >= 0.012) [Discrimination Score: 0.012; Robustness + : 0.000; Robustness - : -0.012; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 6.582 & Potassium < 2.205) & Magnesium < 0.450) & Phosphate < 1.355) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.583 & Magnesium > 0.017) -> Calcium < 2.855) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 68.635) U[0,1] (SBP <= 111.149)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 39.276 & Creatinine >= 0.076) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 13.583 & HCO3 >= 0.211) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.391 | Hct <= 8.679) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 53.459 -> WBC >= 0.304) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 3.478 | Hct <= 13.693) -> WBC >= 0.154) & Platelets >= 7.429) [Discrimination Score: 7708726333252829.000; Robustness + : 0.000; Robustness - : -13.693; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 5.380 & Potassium <= 1.295) & Magnesium >= 0.258) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 1.648 & Potassium < 4.261) & Magnesium < 1.377) & Phosphate < 5.132) [Discrimination Score: -1.377; Robustness + : 0.000; Robustness - : 1.377; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.311 & Magnesium > 0.029) -> Calcium < 2.666) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 66.254) U[0,0] (SBP <= 122.093)) [Discrimination Score: -122.093; Robustness + : 0.000; Robustness - : 122.093; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 42.205 & Creatinine >= 0.446) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 10.719 & HCO3 >= 0.020) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 2.942 | Hct <= 2.921) [Discrimination Score: -2.942; Robustness + : 0.000; Robustness - : 2.942; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 64.957 -> WBC >= 0.288) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 5.733 | Hct <= 18.064) -> WBC >= 0.082) & Platelets >= 2.738) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 2.810 & Potassium <= 5.327) & Magnesium >= 0.027) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 1.832 & Potassium < 4.421) & Magnesium < 1.669) & Phosphate < 5.034) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.738 & Magnesium > 0.085) -> Calcium < 7.397) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 62.982) U[0,2] (SBP <= 124.277)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 12.113 & Creatinine >= 0.068) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 13.523 & HCO3 >= 3.039) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 5.996 | Hct <= 24.999) [Discrimination Score: -24.999; Robustness + : 0.000; Robustness - : 24.999; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 65.588 -> WBC >= 0.109) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 7.139 | Hct <= 12.729) -> WBC >= 0.077) & Platelets >= 5.784) [Discrimination Score: 12.729; Robustness + : 0.000; Robustness - : -12.729; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 3.347 & Potassium <= 2.315) & Magnesium >= 0.056) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.352 & Potassium < 3.744) & Magnesium < 0.870) & Phosphate < 1.329) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.707 & Magnesium > 0.222) -> Calcium < 2.576) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 67.005) U[1,1] (SBP <= 134.463)) [Discrimination Score: -134.463; Robustness + : 0.000; Robustness - : 134.463; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 47.460 & Creatinine >= 0.367) [Discrimination Score: 0.367; Robustness + : 0.000; Robustness - : -0.367; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 2.573 & HCO3 >= 2.917) [Discrimination Score: 1.958; Robustness + : 0.000; Robustness - : -3.917; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 1.585 | Hct <= 4.573) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 11.838 -> WBC >= 0.186) [Discrimination Score: 11.838; Robustness + : 0.000; Robustness - : -11.838; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 0.957 | Hct <= 17.287) -> WBC >= 0.068) & Platelets >= 4.996) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 8.105 & Potassium <= 1.946) & Magnesium >= 0.271) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 1.503 & Potassium < 3.731) & Magnesium < 1.579) & Phosphate < 5.677) [Discrimination Score: -0.168; Robustness + : 0.000; Robustness - : 0.378; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.118 & Magnesium > 0.099) -> Calcium < 7.288) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 63.108) U[1,2] (SBP <= 129.095)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 51.540 & Creatinine >= 0.982) [Discrimination Score: 8847280963595842.000; Robustness + : 0.000; Robustness - : -0.982; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 10.523 & HCO3 >= 1.815) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 5.154 | Hct <= 25.283) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 8.478 -> WBC >= 0.003) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 7.831 | Hct <= 17.109) -> WBC >= 0.173) & Platelets >= 7.698) [Discrimination Score: 17.109; Robustness + : 0.000; Robustness - : -17.109; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 5.709 & Potassium <= 2.047) & Magnesium >= 0.040) [Discrimination Score: 0.040; Robustness + : 0.000; Robustness - : -0.040; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 4.406 & Potassium < 1.033) & Magnesium < 1.131) & Phosphate < 5.619) [Discrimination Score: -1.033; Robustness + : 0.000; Robustness - : 1.033; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.323 & Magnesium > 0.184) -> Calcium < 2.687) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 68.940) U[1,2] (SBP <= 114.475)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 23.247 & Creatinine >= 0.344) [Discrimination Score: 0.344; Robustness + : 0.000; Robustness - : -0.344; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 7.105 & HCO3 >= 2.396) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 1.701 | Hct <= 9.507) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 44.155 -> WBC >= 0.183) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
