G[0,0](Chloride >= 12.199 & HCO3 >= 1.507) [Discrimination Score: -0.500; Robustness + : -12.199; Robustness - : -10.659; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 8.436 | Hct <= 28.381) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 134.753 -> WBC >= 8.418) [Discrimination Score: 0.000; Robustness + : -134.753; Robustness - : -134.753; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.325 | Hct <= 14.437) -> WBC >= 2.223) & Platelets >= 11.704) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.181 & Potassium <= 2.351) & Magnesium >= 0.485) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 5.895 & Potassium < 5.939) & Magnesium < 1.120) & Phosphate < 0.920) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.181 & Magnesium > 0.329) -> Calcium < 2.621) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 77.744) U[1,2] (SBP <= 98.056)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 13.976 & Creatinine >= 0.009) [Discrimination Score: 0.658; Robustness + : -0.009; Robustness - : -20.818; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 8.259 & HCO3 >= 3.492) [Discrimination Score: -0.500; Robustness + : -8.259; Robustness - : -7.306; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 5.575 | Hct <= 17.000) [Discrimination Score: 0.000; Robustness + : 17.000; Robustness - : 17.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 225.031 -> WBC >= 5.265) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 4.542 | Hct <= 14.376) -> WBC >= 1.390) & Platelets >= 12.657) [Discrimination Score: 1.000; Robustness + : -14.376; Robustness - : -14.376; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 5.323 & Potassium <= 1.953) & Magnesium >= 0.203) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 1.436 & Potassium < 5.384) & Magnesium < 1.080) & Phosphate < 0.741) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.213 & Magnesium > 0.386) -> Calcium < 3.784) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 72.303) U[0,2] (SBP <= 101.897)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 9.746 & Creatinine >= 0.152) [Discrimination Score: 0.000; Robustness + : -0.152; Robustness - : -0.152; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 25.001 & HCO3 >= 4.566) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 10.185 | Hct <= 26.225) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 153.702 -> WBC >= 4.424) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 8.522 | Hct <= 23.420) -> WBC >= 8.692) & Platelets >= 28.914) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 2.437 & Potassium <= 4.745) & Magnesium >= 0.097) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.495 & Potassium < 3.930) & Magnesium < 0.667) & Phosphate < 1.894) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.195 & Magnesium > 0.323) -> Calcium < 7.420) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 65.822) U[0,2] (SBP <= 124.465)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 9.229 & Creatinine >= 0.038) [Discrimination Score: 0.000; Robustness + : -0.038; Robustness - : -0.038; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 3.229 & HCO3 >= 4.291) [Discrimination Score: -0.707; Robustness + : -5.291; Robustness - : -4.291; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 7.866 | Hct <= 29.259) [Discrimination Score: 0.000; Robustness + : 29.259; Robustness - : 29.259; Percent Class + : 0.000; Percent Class - : 1.000]
