G[1,1](Chloride >= 3.723 & HCO3 >= 0.999) [Discrimination Score: -9.000; Robustness + : -3.723; Robustness - : -3.723; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 4.608 | Hct <= 36.436) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 148.357 -> WBC >= 0.055) [Discrimination Score: 4.000; Robustness + : -148.357; Robustness - : -148.357; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 6.807 | Hct <= 38.318) -> WBC >= 0.002) & Platelets >= 6.869) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 0.536 & Potassium <= 4.599) & Magnesium >= 0.032) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 1.501 & Potassium < 1.498) & Magnesium < 1.793) & Phosphate < 5.414) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.090 & Magnesium > 0.089) -> Calcium < 3.971) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 51.399) U[1,2] (SBP <= 144.033)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 39.889 & Creatinine >= 0.029) [Discrimination Score: -0.264; Robustness + : 1.634; Robustness - : 7.954; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 1.057 & HCO3 >= 0.232) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 8.087 | Hct <= 26.560) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 223.261 -> WBC >= 0.105) [Discrimination Score: -0.000; Robustness + : -223.261; Robustness - : -223.261; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 9.779 | Hct <= 35.576) -> WBC >= 0.167) & Platelets >= 5.277) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 8.437 & Potassium <= 1.199) & Magnesium >= 0.079) [Discrimination Score: -8.000; Robustness + : -0.079; Robustness - : -0.079; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 7.280 & Potassium < 2.036) & Magnesium < 2.915) & Phosphate < 3.531) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.101 & Magnesium > 0.089) -> Calcium < 8.525) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 7.921) U[1,1] (SBP <= 133.009)) [Discrimination Score: 0.000; Robustness + : 133.009; Robustness - : 133.009; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 13.683 & Creatinine >= 0.048) [Discrimination Score: -0.264; Robustness + : 0.524; Robustness - : 2.698; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 0.571 & HCO3 >= 0.557) [Discrimination Score: 4.000; Robustness + : -0.571; Robustness - : -0.571; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 8.436 | Hct <= 32.260) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 158.857 -> WBC >= 0.147) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 12.898 | Hct <= 20.898) -> WBC >= 0.288) & Platelets >= 5.504) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 1.197 & Potassium <= 4.789) & Magnesium >= 0.080) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 8.173 & Potassium < 4.114) & Magnesium < 0.430) & Phosphate < 0.708) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.151 & Magnesium > 0.061) -> Calcium < 5.188) [Discrimination Score: -0.000; Robustness + : -5.188; Robustness - : -5.188; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 69.579) U[2,2] (SBP <= 130.918)) [Discrimination Score: -9.000; Robustness + : 130.918; Robustness - : 130.918; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 5.906 & Creatinine >= 0.000) [Discrimination Score: 0.000; Robustness + : -0.000; Robustness - : -0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 4.205 & HCO3 >= 0.569) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 12.268 | Hct <= 31.340) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 164.996 -> WBC >= 0.050) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 5.103 | Hct <= 6.174) -> WBC >= 0.339) & Platelets >= 0.689) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 4.743 & Potassium <= 4.500) & Magnesium >= 0.026) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 6.236 & Potassium < 4.880) & Magnesium < 0.430) & Phosphate < 2.629) [Discrimination Score: 5.000; Robustness + : 0.430; Robustness - : 0.430; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.169 & Magnesium > 0.073) -> Calcium < 6.606) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 22.537) U[1,2] (SBP <= 139.965)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 27.162 & Creatinine >= 0.043) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 2.680 & HCO3 >= 0.031) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 12.667 | Hct <= 27.504) [Discrimination Score: -0.000; Robustness + : 27.504; Robustness - : 27.504; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 175.590 -> WBC >= 0.466) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 10.490 | Hct <= 17.890) -> WBC >= 0.241) & Platelets >= 3.476) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 6.271 & Potassium <= 2.548) & Magnesium >= 0.095) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 2.559 & Potassium < 1.863) & Magnesium < 1.005) & Phosphate < 5.482) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.087 & Magnesium > 0.087) -> Calcium < 4.067) [Discrimination Score: -3.000; Robustness + : -4.067; Robustness - : -4.067; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 4.112) U[0,0] (SBP <= 133.387)) [Discrimination Score: 0.022; Robustness + : 131.872; Robustness - : 131.587; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 57.713 & Creatinine >= 0.007) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 1.409 & HCO3 >= 0.302) [Discrimination Score: -0.000; Robustness + : -1.409; Robustness - : -1.409; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 4.519 | Hct <= 11.194) [Discrimination Score: -3.000; Robustness + : 11.194; Robustness - : 11.194; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 242.586 -> WBC >= 0.001) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 4.834 | Hct <= 14.612) -> WBC >= 0.403) & Platelets >= 4.206) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 8.454 & Potassium <= 2.152) & Magnesium >= 0.008) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 7.803 & Potassium < 3.724) & Magnesium < 1.966) & Phosphate < 5.073) [Discrimination Score: 0.016; Robustness + : 1.548; Robustness - : 1.518; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.080 & Magnesium > 0.087) -> Calcium < 7.267) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 57.436) U[0,1] (SBP <= 138.389)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 25.977 & Creatinine >= 0.046) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 4.483 & HCO3 >= 0.289) [Discrimination Score: -9.000; Robustness + : -4.483; Robustness - : -4.483; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 8.987 | Hct <= 8.443) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 200.437 -> WBC >= 0.228) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 7.281 | Hct <= 19.914) -> WBC >= 0.001) & Platelets >= 4.734) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 4.529 & Potassium <= 3.691) & Magnesium >= 0.028) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.232 & Potassium < 4.506) & Magnesium < 3.149) & Phosphate < 1.741) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.147 & Magnesium > 0.009) -> Calcium < 0.897) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 40.688) U[0,2] (SBP <= 170.872)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 57.321 & Creatinine >= 0.057) [Discrimination Score: -3.667; Robustness + : -0.057; Robustness - : -0.057; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 3.152 & HCO3 >= 0.386) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 13.766 | Hct <= 12.125) [Discrimination Score: 3.000; Robustness + : 13.766; Robustness - : 13.766; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 48.888 -> WBC >= 0.152) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 10.275 | Hct <= 25.200) -> WBC >= 0.225) & Platelets >= 9.044) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.448 & Potassium <= 2.370) & Magnesium >= 0.061) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 6.067 & Potassium < 4.869) & Magnesium < 2.877) & Phosphate < 0.416) [Discrimination Score: 0.261; Robustness + : 0.277; Robustness - : -0.184; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.020 & Magnesium > 0.050) -> Calcium < 7.605) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 7.549) U[1,1] (SBP <= 136.596)) [Discrimination Score: 0.000; Robustness + : 136.596; Robustness - : 136.596; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 47.176 & Creatinine >= 0.031) [Discrimination Score: 2.250; Robustness + : -0.031; Robustness - : -0.031; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 1.261 & HCO3 >= 0.280) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 12.404 | Hct <= 14.466) [Discrimination Score: -3.667; Robustness + : 14.466; Robustness - : 14.466; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 112.726 -> WBC >= 0.065) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.896 | Hct <= 11.905) -> WBC >= 0.380) & Platelets >= 4.491) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 3.199 & Potassium <= 1.641) & Magnesium >= 0.107) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.089 & Potassium < 2.023) & Magnesium < 0.628) & Phosphate < 4.863) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.058 & Magnesium > 0.018) -> Calcium < 2.526) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 54.765) U[0,1] (SBP <= 126.902)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 10.819 & Creatinine >= 0.025) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 3.986 & HCO3 >= 0.964) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 11.557 | Hct <= 39.249) [Discrimination Score: 0.000; Robustness + : 39.249; Robustness - : 39.249; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 196.507 -> WBC >= 0.074) [Discrimination Score: -1.000; Robustness + : -196.507; Robustness - : -196.507; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 1.744 | Hct <= 38.028) -> WBC >= 0.211) & Platelets >= 2.633) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 1.434 & Potassium <= 1.027) & Magnesium >= 0.045) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 7.485 & Potassium < 4.330) & Magnesium < 3.163) & Phosphate < 0.773) [Discrimination Score: 2.000; Robustness + : 0.773; Robustness - : 0.773; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.109 & Magnesium > 0.001) -> Calcium < 6.011) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 72.582) U[0,0] (SBP <= 133.495)) [Discrimination Score: -0.055; Robustness + : 124.272; Robustness - : 125.983; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 33.876 & Creatinine >= 0.035) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HR > 0.405 & SepsisLabel = 0.344) [Discrimination Score: 0.000; Robustness + : -0.405; Robustness - : -0.405; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BaseExcess >= -3.203 & SepsisLabel = 0.213) [Discrimination Score: 0.297; Robustness + : -8.591; Robustness - : -50.528; Percent Class + : 1.000; Percent Class - : 0.000]
((Resp < 17.358) U[1,1] (SepsisLabel = 0.269)) [Discrimination Score: -0.000; Robustness + : 17.358; Robustness - : 17.358; Percent Class + : 0.000; Percent Class - : 1.000]
((Platelets >= 8.542) U[0,1] (SepsisLabel = 0.408)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HCO3 > 0.050) U[0,2] (SepsisLabel = 0.452)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Magnesium >= 0.016 -> SepsisLabel = 0.560) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](DBP <= 67.881 -> SepsisLabel = 0.333) [Discrimination Score: -0.164; Robustness + : -0.973; Robustness - : 0.890; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Calcium < 3.122 & SepsisLabel = 0.869) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](MAP >= 15.474 -> SepsisLabel = 0.314) [Discrimination Score: 9.000; Robustness + : 0.314; Robustness - : 0.314; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Chloride > 0.850 -> SepsisLabel = 0.219) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((WBC > 0.473) U[0,1] (SepsisLabel = 0.569)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Lactate >= 0.065) U[1,2] (SepsisLabel = 0.658)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](Phosphate <= 4.581 -> SepsisLabel = 0.347) [Discrimination Score: -8.000; Robustness + : -4.581; Robustness - : -4.581; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BUN >= 1.925 -> SepsisLabel = 0.801) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](Glucose >= 0.120 -> SepsisLabel = 0.373) [Discrimination Score: 2.500; Robustness + : 0.120; Robustness - : 0.120; Percent Class + : 0.000; Percent Class - : 1.000]
((Potassium < 2.012) U[0,2] (SepsisLabel = 0.121)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Hgb <= 2.875 -> SepsisLabel = 0.920) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
