G[1,1](Chloride >= 0.598 & HCO3 >= 0.270) [Discrimination Score: -5382220381273710.000; Robustness + : -0.598; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 9.890 | Hct <= 35.821) [Discrimination Score: 5041408433417526.000; Robustness + : 35.821; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 32.137 -> WBC >= 0.211) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 3.780 | Hct <= 3.124) -> WBC >= 0.255) & Platelets >= 1.383) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 4.516 & Potassium <= 1.121) & Magnesium >= 0.120) [Discrimination Score: -0.338; Robustness + : -7.656; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.371 & Potassium < 0.994) & Magnesium < 1.257) & Phosphate < 1.908) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.022 & Magnesium > 0.063) -> Calcium < 1.087) [Discrimination Score: -1.087; Robustness + : -1.087; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 42.271) U[1,1] (SBP <= 91.816)) [Discrimination Score: 6460986102094318.000; Robustness + : 91.816; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 39.100 & Creatinine >= 0.133) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 3.087 & HCO3 >= 0.231) [Discrimination Score: -6951017119635809.000; Robustness + : -3.087; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 0.976 | Hct <= 13.296) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 13.845 -> WBC >= 0.387) [Discrimination Score: -7793964910610878.000; Robustness + : -13.845; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 1.748 | Hct <= 3.386) -> WBC >= 0.445) & Platelets >= 1.933) [Discrimination Score: -3.386; Robustness + : -3.386; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 2.790 & Potassium <= 2.643) & Magnesium >= 0.055) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 2.788 & Potassium < 0.646) & Magnesium < 2.591) & Phosphate < 3.834) [Discrimination Score: 2909316455061373.500; Robustness + : 0.646; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.186 & Magnesium > 0.107) -> Calcium < 1.755) [Discrimination Score: -7902080491848398.000; Robustness + : -1.755; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 26.779) U[0,2] (SBP <= 92.067)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
