G[2,2](Chloride >= 3.220 & HCO3 >= 0.675) [Discrimination Score: -2.000; Robustness + : -3.220; Robustness - : -3.220; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 3.306 | Hct <= 13.232) [Discrimination Score: -7.000; Robustness + : 13.232; Robustness - : 13.232; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 92.844 -> WBC >= 0.080) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 4.960 | Hct <= 28.154) -> WBC >= 0.327) & Platelets >= 3.646) [Discrimination Score: 0.645; Robustness + : -28.180; Robustness - : -29.002; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.726 & Potassium <= 0.853) & Magnesium >= 0.065) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.671 & Potassium < 5.041) & Magnesium < 1.867) & Phosphate < 1.285) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.144 & Magnesium > 0.061) -> Calcium < 7.200) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 10.139) U[1,2] (SBP <= 90.199)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 12.694 & Creatinine >= 0.006) [Discrimination Score: 5.000; Robustness + : -0.006; Robustness - : -0.006; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 1.376 & HCO3 >= 1.340) [Discrimination Score: -2.000; Robustness + : -1.376; Robustness - : -1.376; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 2.830 | Hct <= 12.588) [Discrimination Score: 6.000; Robustness + : 12.588; Robustness - : 12.588; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 57.855 -> WBC >= 0.090) [Discrimination Score: -4.667; Robustness + : -57.855; Robustness - : -57.855; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 9.914 | Hct <= 26.009) -> WBC >= 0.288) & Platelets >= 2.264) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
