G[0,0](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 8.625 | Hct <= 25.676) [Discrimination Score: -2.000; Robustness + : 25.676; Robustness - : 25.676; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 99.875 -> WBC >= 0.275) [Discrimination Score: -2.000; Robustness + : -99.875; Robustness - : -99.875; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 7.930 | Hct <= 11.501) -> WBC >= 0.210) & Platelets >= 6.303) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 5.360 & Potassium <= 4.671) & Magnesium >= 0.046) [Discrimination Score: -0.000; Robustness + : -0.046; Robustness - : -0.046; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 8.309 & Potassium < 3.898) & Magnesium < 0.192) & Phosphate < 0.503) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.216 & Magnesium > 0.018) -> Calcium < 7.420) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 54.783) U[2,2] (SBP <= 131.988)) [Discrimination Score: 0.000; Robustness + : 131.988; Robustness - : 131.988; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 56.060 & Creatinine >= 0.098) [Discrimination Score: 0.500; Robustness + : -0.098; Robustness - : -9.666; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 2.980 | Hct <= 11.624) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 40.953 -> WBC >= 0.007) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 2.723 | Hct <= 22.982) -> WBC >= 0.158) & Platelets >= 5.507) [Discrimination Score: -0.000; Robustness + : -22.982; Robustness - : -22.982; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 5.966 & Potassium <= 1.923) & Magnesium >= 0.038) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 1.638 & Potassium < 1.161) & Magnesium < 1.185) & Phosphate < 2.851) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.148 & Magnesium > 0.003) -> Calcium < 6.125) [Discrimination Score: 0.000; Robustness + : -6.125; Robustness - : -6.125; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 36.205) U[0,1] (SBP <= 166.166)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 49.372 & Creatinine >= 0.128) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 2.875 | Hct <= 26.168) [Discrimination Score: -3.000; Robustness + : 26.168; Robustness - : 26.168; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 95.655 -> WBC >= 0.031) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 7.649 | Hct <= 5.621) -> WBC >= 0.160) & Platelets >= 9.098) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 2.980 & Potassium <= 4.620) & Magnesium >= 0.008) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 3.737 & Potassium < 1.703) & Magnesium < 1.633) & Phosphate < 0.278) [Discrimination Score: -4.000; Robustness + : 0.278; Robustness - : 0.278; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.040 & Magnesium > 0.030) -> Calcium < 4.084) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 45.604) U[0,1] (SBP <= 157.630)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
