G[0,0](Chloride >= 3.314 & HCO3 >= 1.305) [Discrimination Score: -0.345; Robustness + : -5.109; Robustness - : -3.712; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 0.653 | Hct <= 3.026) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 16.366 -> WBC >= 0.465) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.029 | Hct <= 12.963) -> WBC >= 0.482) & Platelets >= 4.449) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 4.624 & Potassium <= 2.597) & Magnesium >= 0.040) [Discrimination Score: -0.500; Robustness + : -12.307; Robustness - : -0.040; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 1.809 & Potassium < 2.342) & Magnesium < 0.910) & Phosphate < 0.509) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.092 & Magnesium > 0.156) -> Calcium < 8.395) [Discrimination Score: 0.500; Robustness + : -6.685; Robustness - : -8.395; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 54.110) U[0,1] (SBP <= 41.912)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 3.921 & Creatinine >= 0.008) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 11.515 & HCO3 >= 1.850) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 3.201 | Hct <= 2.778) [Discrimination Score: 0.000; Robustness + : 3.201; Robustness - : 3.201; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 141.229 -> WBC >= 0.182) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 0.454 | Hct <= 4.176) -> WBC >= 0.684) & Platelets >= 0.155) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 6.158 & Potassium <= 1.443) & Magnesium >= 0.136) [Discrimination Score: 0.000; Robustness + : -0.136; Robustness - : -0.136; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 8.301 & Potassium < 2.202) & Magnesium < 0.360) & Phosphate < 2.779) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.241 & Magnesium > 0.113) -> Calcium < 8.134) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 27.437) U[2,2] (SBP <= 34.690)) [Discrimination Score: 0.000; Robustness + : 34.690; Robustness - : 34.690; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 40.638 & Creatinine >= 0.012) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 10.431 & HCO3 >= 2.270) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 0.727 | Hct <= 24.643) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 180.585 -> WBC >= 0.745) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 1.474 | Hct <= 14.642) -> WBC >= 0.688) & Platelets >= 0.406) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.887 & Potassium <= 3.436) & Magnesium >= 0.059) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 6.281 & Potassium < 2.888) & Magnesium < 1.195) & Phosphate < 0.355) [Discrimination Score: 0.000; Robustness + : 0.355; Robustness - : 0.355; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.162 & Magnesium > 0.018) -> Calcium < 4.634) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 4.954) U[0,2] (SBP <= 89.959)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 4.984 & Creatinine >= 0.364) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 9.773 & HCO3 >= 0.640) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 3.429 | Hct <= 7.072) [Discrimination Score: 0.000; Robustness + : 7.072; Robustness - : 7.072; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 54.365 -> WBC >= 0.478) [Discrimination Score: 0.000; Robustness + : -54.365; Robustness - : -54.365; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 4.126 | Hct <= 14.989) -> WBC >= 0.314) & Platelets >= 6.295) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 8.033 & Potassium <= 2.708) & Magnesium >= 0.082) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 1.633 & Potassium < 2.483) & Magnesium < 1.590) & Phosphate < 2.553) [Discrimination Score: 0.000; Robustness + : 1.590; Robustness - : 1.590; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.188 & Magnesium > 0.003) -> Calcium < 3.756) [Discrimination Score: 0.000; Robustness + : -3.756; Robustness - : -3.756; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 39.232) U[0,1] (SBP <= 46.297)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 29.273 & Creatinine >= 0.243) [Discrimination Score: 0.000; Robustness + : -0.243; Robustness - : -0.243; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 2.814 & HCO3 >= 1.458) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 6.284 | Hct <= 20.625) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 129.719 -> WBC >= 0.051) [Discrimination Score: 0.000; Robustness + : -129.719; Robustness - : -129.719; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 7.953 | Hct <= 4.768) -> WBC >= 0.661) & Platelets >= 3.058) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 8.358 & Potassium <= 0.744) & Magnesium >= 0.015) [Discrimination Score: -0.500; Robustness + : -11.541; Robustness - : -0.015; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.782 & Potassium < 3.403) & Magnesium < 1.415) & Phosphate < 1.312) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.300 & Magnesium > 0.106) -> Calcium < 2.716) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 15.028) U[1,1] (SBP <= 39.864)) [Discrimination Score: 0.000; Robustness + : 39.864; Robustness - : 39.864; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 7.775 & Creatinine >= 0.263) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 6.815 & HCO3 >= 0.127) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
