G[0,1](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 5.346 | Hct <= 24.324) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 82.082 -> WBC >= 0.436) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 9.153 | Hct <= 25.915) -> WBC >= 0.230) & Platelets >= 41.580) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 7.682 & Potassium <= 1.453) & Magnesium >= 0.052) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 2.185 & Potassium < 3.855) & Magnesium < 1.002) & Phosphate < 2.071) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.317 & Magnesium > 0.138) -> Calcium < 4.292) [Discrimination Score: 4.292; Robustness + : 0.000; Robustness - : -4.292; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 25.122) U[1,2] (SBP <= 117.356)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 14.801 & Creatinine >= 0.010) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 0.000 & HCO3 >= 0.000) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 2.540 | Hct <= 10.216) [Discrimination Score: -10.216; Robustness + : 0.000; Robustness - : 10.216; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 113.217 -> WBC >= 1.658) [Discrimination Score: 113.217; Robustness + : 0.000; Robustness - : -113.217; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 4.884 | Hct <= 23.530) -> WBC >= 0.067) & Platelets >= 1.286) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 6.926 & Potassium <= 1.584) & Magnesium >= 0.160) [Discrimination Score: 0.160; Robustness + : 0.000; Robustness - : -0.160; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 7.388 & Potassium < 3.585) & Magnesium < 0.691) & Phosphate < 3.022) [Discrimination Score: 0.528; Robustness + : 0.000; Robustness - : -7.384; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.346 & Magnesium > 0.227) -> Calcium < 6.284) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 46.841) U[1,2] (SBP <= 146.034)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 11.388 & Creatinine >= 0.250) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
