G[2,2](Chloride >= 9.399 & HCO3 >= 0.715) [Discrimination Score: 9.399; Robustness + : 0.000; Robustness - : -9.399; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 12.493 | Hct <= 31.315) [Discrimination Score: -8814272701731037.000; Robustness + : 0.000; Robustness - : 31.315; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 17.048 -> WBC >= 2.558) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 3.798 | Hct <= 22.002) -> WBC >= 1.355) & Platelets >= 1.481) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 6.543 & Potassium <= 2.830) & Magnesium >= 0.173) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 8.514 & Potassium < 1.934) & Magnesium < 0.779) & Phosphate < 0.448) [Discrimination Score: -0.448; Robustness + : 0.000; Robustness - : 0.448; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.198 & Magnesium > 0.249) -> Calcium < 4.422) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 2.338) U[0,2] (SBP <= 79.605)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 16.965 & Creatinine >= 0.150) [Discrimination Score: 0.150; Robustness + : 0.000; Robustness - : -0.150; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 3.381 & HCO3 >= 0.571) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 6.793 | Hct <= 10.894) [Discrimination Score: -10.894; Robustness + : 0.000; Robustness - : 10.894; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 111.055 -> WBC >= 3.355) [Discrimination Score: 111.055; Robustness + : 0.000; Robustness - : -111.055; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 6.378 | Hct <= 24.905) -> WBC >= 0.770) & Platelets >= 3.300) [Discrimination Score: 24.905; Robustness + : 0.000; Robustness - : -24.905; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 8.929 & Potassium <= 2.204) & Magnesium >= 0.011) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 4.611 & Potassium < 1.540) & Magnesium < 0.316) & Phosphate < 2.527) [Discrimination Score: -0.316; Robustness + : 0.000; Robustness - : 0.316; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.025 & Magnesium > 0.258) -> Calcium < 6.201) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 9.931) U[1,1] (SBP <= 67.800)) [Discrimination Score: -67.800; Robustness + : 0.000; Robustness - : 67.800; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 10.417 & Creatinine >= 0.051) [Discrimination Score: 0.051; Robustness + : 0.000; Robustness - : -0.051; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 6.339 & HCO3 >= 0.602) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 4.719 | Hct <= 12.940) [Discrimination Score: -12.940; Robustness + : 0.000; Robustness - : 12.940; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 35.621 -> WBC >= 2.625) [Discrimination Score: 35.621; Robustness + : 0.000; Robustness - : -35.621; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 13.104 | Hct <= 33.608) -> WBC >= 0.642) & Platelets >= 6.240) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 2.405 & Potassium <= 1.097) & Magnesium >= 0.176) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 7.674 & Potassium < 2.938) & Magnesium < 1.128) & Phosphate < 2.048) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.139 & Magnesium > 0.233) -> Calcium < 5.361) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 2.628) U[0,1] (SBP <= 88.085)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 4.584 & Creatinine >= 0.001) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 6.128 & HCO3 >= 2.238) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 13.443 | Hct <= 23.300) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 70.279 -> WBC >= 1.605) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.875 | Hct <= 9.696) -> WBC >= 0.980) & Platelets >= 6.304) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 2.106 & Potassium <= 1.978) & Magnesium >= 0.075) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 6.142 & Potassium < 1.406) & Magnesium < 0.517) & Phosphate < 0.637) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.084 & Magnesium > 0.113) -> Calcium < 3.104) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 24.764) U[0,2] (SBP <= 68.495)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 17.530 & Creatinine >= 0.125) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 6.061 & HCO3 >= 3.327) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 4.411 | Hct <= 20.557) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 74.736 -> WBC >= 3.519) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 3.040 | Hct <= 19.676) -> WBC >= 3.021) & Platelets >= 13.940) [Discrimination Score: 2.629; Robustness + : 0.000; Robustness - : -24.297; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 2.402 & Potassium <= 0.999) & Magnesium >= 0.050) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.720 & Potassium < 3.101) & Magnesium < 1.014) & Phosphate < 1.043) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.051 & Magnesium > 0.076) -> Calcium < 2.557) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 0.832) U[0,1] (SBP <= 108.998)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 5.214 & Creatinine >= 0.106) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 3.210 & HCO3 >= 3.421) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.648 | Hct <= 25.316) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 54.036 -> WBC >= 0.062) [Discrimination Score: 54.036; Robustness + : 0.000; Robustness - : -54.036; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 7.440 | Hct <= 35.533) -> WBC >= 1.756) & Platelets >= 6.433) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.864 & Potassium <= 2.005) & Magnesium >= 0.073) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 8.102 & Potassium < 0.926) & Magnesium < 0.570) & Phosphate < 1.309) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.102 & Magnesium > 0.244) -> Calcium < 4.278) [Discrimination Score: 2.972; Robustness + : 0.000; Robustness - : -3.662; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 17.863) U[1,2] (SBP <= 61.615)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 17.936 & Creatinine >= 0.090) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
