G[0,0](Chloride >= 20.739 & HCO3 >= 2.749) [Discrimination Score: 5.193; Robustness + : 0.000; Robustness - : -18.664; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 8.028 | Hct <= 14.350) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 233.922 -> WBC >= 3.369) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 4.002 | Hct <= 27.387) -> WBC >= 1.417) & Platelets >= 35.391) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 3.562 & Potassium <= 2.275) & Magnesium >= 0.230) [Discrimination Score: 0.230; Robustness + : 0.000; Robustness - : -0.230; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.598 & Potassium < 3.271) & Magnesium < 1.197) & Phosphate < 1.675) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.151 & Magnesium > 0.136) -> Calcium < 3.590) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 62.189) U[1,1] (SBP <= 138.849)) [Discrimination Score: -138.849; Robustness + : 0.000; Robustness - : 138.849; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 31.115 & Creatinine >= 0.035) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 20.959 & HCO3 >= 2.445) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 4.154 | Hct <= 21.015) [Discrimination Score: -21.015; Robustness + : 0.000; Robustness - : 21.015; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 258.283 -> WBC >= 0.178) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.753 | Hct <= 14.220) -> WBC >= 1.585) & Platelets >= 4.256) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 7.529 & Potassium <= 3.056) & Magnesium >= 0.192) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 6.565 & Potassium < 2.182) & Magnesium < 1.095) & Phosphate < 0.988) [Discrimination Score: -0.988; Robustness + : 0.000; Robustness - : 0.988; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.059 & Magnesium > 0.068) -> Calcium < 5.457) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 65.761) U[0,2] (SBP <= 122.820)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 32.857 & Creatinine >= 0.119) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 3.720 & HCO3 >= 1.112) [Discrimination Score: 3.720; Robustness + : 0.000; Robustness - : -3.720; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.648 | Hct <= 23.426) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 323.962 -> WBC >= 2.608) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 3.466 | Hct <= 25.626) -> WBC >= 6.586) & Platelets >= 74.844) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 3.620 & Potassium <= 4.408) & Magnesium >= 0.264) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.035 & Potassium < 2.734) & Magnesium < 2.148) & Phosphate < 2.088) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.178 & Magnesium > 0.184) -> Calcium < 2.370) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 66.655) U[1,1] (SBP <= 141.770)) [Discrimination Score: -141.770; Robustness + : 0.000; Robustness - : 141.770; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 32.851 & Creatinine >= 0.051) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 18.764 & HCO3 >= 2.727) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 9.991 | Hct <= 13.032) [Discrimination Score: -13.032; Robustness + : 0.000; Robustness - : 13.032; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 79.067 -> WBC >= 9.806) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
