G[2,2](Chloride >= 3.391 & HCO3 >= 0.047) [Discrimination Score: -0.000; Robustness + : -3.391; Robustness - : -3.391; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 6.891 | Hct <= 28.691) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 510.831 -> WBC >= 12.093) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 5.184 | Hct <= 28.402) -> WBC >= 13.856) & Platelets >= 39.592) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 5.564 & Potassium <= 4.690) & Magnesium >= 0.204) [Discrimination Score: -0.459; Robustness + : -0.265; Robustness - : 0.076; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 6.291 & Potassium < 2.648) & Magnesium < 1.979) & Phosphate < 3.789) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.175 & Magnesium > 0.048) -> Calcium < 8.561) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 48.673) U[0,1] (SBP <= 140.108)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 30.185 & Creatinine >= 0.090) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 5.128 & HCO3 >= 1.450) [Discrimination Score: 0.000; Robustness + : -5.128; Robustness - : -5.128; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 10.134 | Hct <= 28.643) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 457.960 -> WBC >= 14.461) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
